"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Godrej Consumer Products Ltd","GODREJCP","532424","Consumer Defensive","1544400000","1600820000","0.38","1300000","","","/mutual-fund/holding-history/8906/476/"
"Hindalco Industries Ltd","HINDALCO","500440","Basic Materials","1624634659.2","1584369000","0.38","2500977","","","/mutual-fund/holding-history/8906/549/"
"Honeywell Automation India Ltd","HONAUT","517174","Industrials","1525714500","1542934000","0.37","40045","","","/mutual-fund/holding-history/8906/569/"
"Power Finance Corp Ltd","PFC","532810","Financial Services","1527964103.85","1525709000","0.37","3758367","","","/mutual-fund/holding-history/8906/1026/"
"Colgate-Palmolive (India) Ltd","COLPAL","500830","Consumer Defensive","1432854915.8","1475203000","0.35","600677","","","/mutual-fund/holding-history/8906/276/"
"Gland Pharma Ltd","GLAND","543245","Healthcare","1551210175.2","1391604000","0.33","875994","198230","29.25","/mutual-fund/holding-history/8906/338662/"
"Torrent Pharmaceuticals Ltd","TORNTPHARM","500420","Healthcare","1312616335.8","1272105000","0.3","400701","","","/mutual-fund/holding-history/8906/1409/"
"Grasim Industries Ltd","GRASIM","500300","Basic Materials","1089171263.4","1025107000","0.25","402666","","","/mutual-fund/holding-history/8906/490/"
"Bharat Forge Ltd","BHARATFORG","500493","Consumer Cyclical","1039711971.2","976225000","0.23","786707","","","/mutual-fund/holding-history/8906/184/"
"PVR INOX Ltd","PVRINOX","532689","Communication Services","924591375","941554000","0.23","955650","","","/mutual-fund/holding-history/8906/1087/"
"United Breweries Ltd","UBL","532478","Consumer Defensive","848534062.6","825727000","0.2","417709","","","/mutual-fund/holding-history/8906/1437/"
"3M India Ltd","3MINDIA","523395","Industrials","480863355","483008000","0.12","16499","-13838","-45.61","/mutual-fund/holding-history/8906/10/"
