"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"The Federal Bank Ltd","FEDERALBNK","500469","Financial Services","543145310.72","527587000","3.92","2682464","","","/mutual-fund/holding-history/189785/412/"
"Max Financial Services Ltd","MFSL","500271","Financial Services","432869416.2","380170000","2.82","291318","","","/mutual-fund/holding-history/189785/845/"
"Dixon Technologies (India) Ltd","DIXON","540699","Technology","316654453","345212000","2.56","20983","-1223","-5.51","/mutual-fund/holding-history/189785/60393/"
"Coforge Ltd","COFORGE","532541","Technology","364925911","315123000","2.34","43138","5191","13.68","/mutual-fund/holding-history/189785/942/"
"Coromandel International Ltd","COROMANDEL","506395","Basic Materials","337677750.8","309550000","2.3","139802","-22800","-14.02","/mutual-fund/holding-history/189785/284/"
"Indian Hotels Co Ltd","INDHOTEL","500850","Consumer Cyclical","301974022","308495000","2.29","391640","","","/mutual-fund/holding-history/189785/606/"
"Suzlon Energy Ltd","SUZLON","532667","Industrials","337548999.71","291142000","2.16","5162089","361456","7.53","/mutual-fund/holding-history/189785/1337/"
"JK Cement Ltd","JKCEMENT","532644","Basic Materials","291716145","282206000","2.1","55197","","","/mutual-fund/holding-history/189785/683/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","280178640","274864000","2.04","222364","-22800","-9.3","/mutual-fund/holding-history/189785/1500/"
"Bharti Hexacom Ltd","BHARTIHEXA","544162","Communication Services","278856769.8","272170000","2.02","161133","-26500","-14.12","/mutual-fund/holding-history/189785/2170198/"
"Fortis Healthcare Ltd","FORTIS","532843","Healthcare","278433396.55","270771000","2.01","394969","","","/mutual-fund/holding-history/189785/424/"
"Indian Bank","INDIANB","532814","Financial Services","280028661.4","265150000","1.97","468628","","","/mutual-fund/holding-history/189785/609/"
"BSE Ltd","BSE","","Financial Services","99415016","262970000","1.95","41354","4852","13.29","/mutual-fund/holding-history/189785/52884/"
"Phoenix Mills Ltd","PHOENIXLTD","503100","Real Estate","249716546","258555000","1.92","155335","","","/mutual-fund/holding-history/189785/1036/"
"Persistent Systems Ltd","PERSISTENT","533179","Technology","268917747","253484000","1.88","47634","8856","22.84","/mutual-fund/holding-history/189785/1023/"
"Max Healthcare Institute Ltd Ordinary Shares","MAXHEALTH","543220","Healthcare","266733882.8","252654000","1.88","230062","","","/mutual-fund/holding-history/189785/276825/"
"Lupin Ltd","LUPIN","500257","Healthcare","229132289.8","243716000","1.81","116299","7223","6.62","/mutual-fund/holding-history/189785/804/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","257561767.5","243467000","1.81","271833","","","/mutual-fund/holding-history/189785/677/"
"Ipca Laboratories Ltd","IPCALAB","524494","Healthcare","248861122","239989000","1.78","171274","","","/mutual-fund/holding-history/189785/642/"
"Mphasis Ltd","MPHASIS","526299","Technology","245446489.2","238905000","1.77","96762","-35630","-26.91","/mutual-fund/holding-history/189785/881/"
"UNO Minda Ltd","UNOMINDA","532539","Consumer Cyclical","262429314","232111000","1.72","259574","","","/mutual-fund/holding-history/189785/864/"
"Solar Industries India Ltd","SOLARINDS","532725","Basic Materials","265617240","220183000","1.64","16716","-1900","-10.21","/mutual-fund/holding-history/189785/1263/"
"Ceat Ltd","CEATLTD","500878","Consumer Cyclical","245149027.2","218593000","1.62","65604","","","/mutual-fund/holding-history/189785/244/"
"Hindustan Petroleum Corp Ltd","HINDPETRO","500104","Energy","233708008.9","214740000","1.59","567046","","","/mutual-fund/holding-history/189785/556/"
"Info Edge (India) Ltd","NAUKRI","532777","Communication Services","44033990","214319000","1.59","30316","-2963","-8.9","/mutual-fund/holding-history/189785/913/"
"CG Power & Industrial Solutions Ltd","CGPOWER","500093","Industrials","232909984.9","210145000","1.56","335267","","","/mutual-fund/holding-history/189785/293/"
"APL Apollo Tubes Ltd","APLAPOLLO","533758","Basic Materials","237951606","209077000","1.55","129076","","","/mutual-fund/holding-history/189785/91/"
"Shriram Finance Ltd","SHRIRAMFIN","511218","Financial Services","224776606.7","207729000","1.54","339593","-44800","-11.65","/mutual-fund/holding-history/189785/1288/"
