"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Jubilant Foodworks Ltd","JUBLFOOD","533155","Consumer Cyclical","1201618995.3","1133575000","1.03","1729197","","","/mutual-fund/holding-history/17663/701/"
"Timken India Ltd","TIMKEN","522113","Industrials","1132914056.4","1090342000","0.99","348954","","","/mutual-fund/holding-history/17663/1399/"
"Dr. Lal PathLabs Ltd","LALPATHLAB","539524","Healthcare","1152737958.4","1083452000","0.98","388808","","","/mutual-fund/holding-history/17663/1877/"
"KPIT Technologies Ltd","KPITTECH","542651","Technology","1127097048","1071663000","0.97","801064","","","/mutual-fund/holding-history/17663/141324/"
"KEI Industries Ltd","KEI","517569","Industrials","1049268908.8","1028026000","0.93","284756","","","/mutual-fund/holding-history/17663/729/"
"Endurance Technologies Ltd","ENDURANCE","540153","Consumer Cyclical","1003536153.3","993203000","0.9","408423","","","/mutual-fund/holding-history/17663/4797/"
"Info Edge (India) Ltd","NAUKRI","532777","Communication Services","1006569664","965904000","0.87","676640","","","/mutual-fund/holding-history/17663/913/"
"Escorts Kubota Ltd","ESCORTS","500495","Industrials","918466614","965771000","0.87","290746","","","/mutual-fund/holding-history/17663/387/"
"Ajanta Pharma Ltd","AJANTPHARM","532331","Healthcare","996109668","957699000","0.87","381432","","","/mutual-fund/holding-history/17663/49/"
"Polycab India Ltd","POLYCAB","542652","Industrials","967285800","946278000","0.86","157950","","","/mutual-fund/holding-history/17663/139599/"
"Dr Reddy's Laboratories Ltd","DRREDDY","500124","Healthcare","1010700000","938400000","0.85","750000","","","/mutual-fund/holding-history/17663/346/"
"Metro Brands Ltd","METROBRAND","543426","Consumer Cyclical","927578798.1","913797000","0.83","757269","","","/mutual-fund/holding-history/17663/750564/"
"CRISIL Ltd","CRISIL","500092","Financial Services","940585024.5","913306000","0.83","173973","","","/mutual-fund/holding-history/17663/292/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","903448509.2","870963000","0.79","689708","","","/mutual-fund/holding-history/17663/1500/"
"Sagility India Ltd","SAGILITY","544282","Healthcare","842625768.64","843907000","0.76","21348512","","","/mutual-fund/holding-history/17663/2757688/"
"APL Apollo Tubes Ltd","APLAPOLLO","533758","Basic Materials","858305494.2","843363000","0.76","465509","","","/mutual-fund/holding-history/17663/91/"
"Havells India Ltd","HAVELLS","517354","Industrials","828861165","812891000","0.74","532345","","","/mutual-fund/holding-history/17663/525/"
"Sumitomo Chemical India Ltd Ordinary Shares","SUMICHEM","542920","Basic Materials","781573169.6","799803000","0.72","1578298","","","/mutual-fund/holding-history/17663/182906/"
"Karur Vysya Bank Ltd","KARURVYSYA","590003","Financial Services","819053164.8","727468000","0.66","3281463","","","/mutual-fund/holding-history/17663/721/"
"Kajaria Ceramics Ltd","KAJARIACER","500233","Industrials","656231662.9","659180000","0.6","633979","","","/mutual-fund/holding-history/17663/709/"
"Triveni Turbine Ltd","TRITURBINE","533655","Industrials","677571638.4","655087000","0.59","1127032","","","/mutual-fund/holding-history/17663/1418/"
"JSW Infrastructure Ltd","JSWINFRA","543994","Industrials","661989729.3","631381000","0.57","2170814","","","/mutual-fund/holding-history/17663/1698179/"
"Phoenix Mills Ltd","PHOENIXLTD","503100","Real Estate","661845540","628520000","0.57","408900","","","/mutual-fund/holding-history/17663/1036/"
"Kaynes Technology India Ltd","KAYNES","543664","Industrials","555456000","603932000","0.55","100992","","","/mutual-fund/holding-history/17663/1124672/"
"Bharat Electronics Ltd","BEL","500049","Industrials","607068000","581515000","0.53","1512000","1512000","New","/mutual-fund/holding-history/17663/175/"
"Bharat Rasayan Ltd","BHARATRAS","590021","Basic Materials","640055766","578938000","0.52","63964","","","/mutual-fund/holding-history/17663/186/"
"Pidilite Industries Ltd","PIDILITIND","500331","Basic Materials","474210282.7","490779000","0.44","157949","","","/mutual-fund/holding-history/17663/1037/"
"360 One Wam Ltd Ordinary Shares","360ONE","542772","Financial Services","516001276","440278000","0.4","441404","","","/mutual-fund/holding-history/17663/166089/"
"Balkrishna Industries Ltd","BALKRISIND","502355","Consumer Cyclical","389035254.4","390838000","0.35","158093","","","/mutual-fund/holding-history/17663/153/"
"Exide Industries Ltd","EXIDEIND","500086","Consumer Cyclical","264537068","266362000","0.24","688540","","","/mutual-fund/holding-history/17663/404/"
