"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Hindustan Petroleum Corp Ltd","HINDPETRO","500104","Energy","2948351057.55","2837100000","1.84","7491681","-727108","-8.85","/mutual-fund/holding-history/156995/556/"
"Aurobindo Pharma Ltd","AUROPHARMA","524804","Healthcare","2513664297.3","2690538000","1.75","2189031","","","/mutual-fund/holding-history/156995/132/"
"Tata Power Co Ltd","TATAPOWER","500400","Utilities","2796564971.2","2684814000","1.74","6984428","-573516","-7.59","/mutual-fund/holding-history/156995/1364/"
"Oracle Financial Services Software Ltd","OFSS","532466","Technology","2967065964","2666110000","1.73","305694","","","/mutual-fund/holding-history/156995/964/"
"Indian Bank","INDIANB","532814","Financial Services","2980920455.1","2660680000","1.73","4702509","-972889","-17.14","/mutual-fund/holding-history/156995/609/"
"Ceat Ltd","CEATLTD","500878","Consumer Cyclical","2772742733.8","2539940000","1.65","762287","-105460","-12.15","/mutual-fund/holding-history/156995/244/"
"AU Small Finance Bank Ltd","AUBANK","540611","Financial Services","2914411364.25","2537978000","1.65","3740021","-681802","-15.42","/mutual-fund/holding-history/156995/54902/"
"Schaeffler India Ltd","SCHAEFFLER","505790","Consumer Cyclical","2930542450","2531397000","1.64","728900","137146","23.18","/mutual-fund/holding-history/156995/406/"
"AWL Agri Business Ltd","AWL","543458","Consumer Defensive","2431009857.6","2460960000","1.6","9215352","426941","4.86","/mutual-fund/holding-history/156995/755501/"
"HDFC Asset Management Co Ltd","HDFCAMC","541729","Financial Services","2770720966.4","2438877000","1.58","557534","-240111","-30.1","/mutual-fund/holding-history/156995/94155/"
"KPIT Technologies Ltd","KPITTECH","542651","Technology","2715820203.6","2422824000","1.57","1932693","357864","22.72","/mutual-fund/holding-history/156995/141324/"
"SRF Ltd","SRF","503806","Industrials","2494648265.1","2421885000","1.57","804907","","","/mutual-fund/holding-history/156995/1283/"
"Bharat Heavy Electricals Ltd","BHEL","500103","Industrials","2665805792.65","2363539000","1.53","10419409","","","/mutual-fund/holding-history/156995/189/"
"Supreme Industries Ltd","SUPREMEIND","509930","Industrials","2898540978","2305517000","1.5","651460","651460","New","/mutual-fund/holding-history/156995/1324/"
"Suzlon Energy Ltd","SUZLON","532667","Industrials","2580693836.02","2233064000","1.45","39593339","8269364","26.4","/mutual-fund/holding-history/156995/1337/"
"Go Digit General Insurance Ltd","GODIGIT","544179","Financial Services","2653651185.5","2211505000","1.43","7743365","-257209","-3.21","/mutual-fund/holding-history/156995/2266638/"
"LIC Housing Finance Ltd","LICHSGFIN","500253","Financial Services","2196280368","2188814000","1.42","3642256","-496159","-11.99","/mutual-fund/holding-history/156995/790/"
"Gland Pharma Ltd","GLAND","543245","Healthcare","2665125642","2122036000","1.38","1515740","-88101","-5.49","/mutual-fund/holding-history/156995/338662/"
"Apollo Hospitals Enterprise Ltd","APOLLOHOSP","508869","Healthcare","2115127936","2073230000","1.34","297152","","","/mutual-fund/holding-history/156995/93/"
"Glenmark Pharmaceuticals Ltd","GLENMARK","532296","Healthcare","2472891644","2034281000","1.32","1472836","","","/mutual-fund/holding-history/156995/464/"
"Max Financial Services Ltd","MFSL","500271","Financial Services","2423931888","2012874000","1.31","1542432","316892","25.86","/mutual-fund/holding-history/156995/845/"
"Indus Towers Ltd Ordinary Shares","INDUSTOWER","534816","Communication Services","1870146560.75","1949671000","1.26","4776265","-1300000","-21.39","/mutual-fund/holding-history/156995/629/"
"Cummins India Ltd","CUMMINSIND","500480","Industrials","2177796492","1907837000","1.24","658920","","","/mutual-fund/holding-history/156995/297/"
"UPL Ltd","UPL","512070","Basic Materials","1772733423.75","1847614000","1.2","2758045","150000","5.75","/mutual-fund/holding-history/156995/1455/"
"SKF India Ltd","SKFINDIA","500472","Industrials","2165076606","1824515000","1.18","469546","","","/mutual-fund/holding-history/156995/1251/"
"Bata India Ltd","BATAINDIA","500043","Consumer Cyclical","1830234384","1821192000","1.18","1507110","","","/mutual-fund/holding-history/156995/168/"
"IndusInd Bank Ltd","INDUSINDBK","532187","Financial Services","1770803861.3","1803282000","1.17","2150861","2150861","New","/mutual-fund/holding-history/156995/625/"
"Crompton Greaves Consumer Electricals Ltd","CROMPTON","539876","Consumer Cyclical","1836764371","1777735000","1.15","5270486","","","/mutual-fund/holding-history/156995/2020/"
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","1571422783.2","1765166000","1.15","4719696","","","/mutual-fund/holding-history/156995/706/"
"Syngene International Ltd","SYNGENE","539268","Healthcare","1808952420","1737828000","1.13","2740837","","","/mutual-fund/holding-history/156995/1771/"
"Fortis Healthcare Ltd","FORTIS","532843","Healthcare","1893866795.6","1704306000","1.11","2486042","-1758883","-41.43","/mutual-fund/holding-history/156995/424/"
"Steel Authority Of India Ltd","SAIL","500113","Basic Materials","1920272961.6","1684832000","1.09","14816921","6335290","74.69","/mutual-fund/holding-history/156995/1165/"
"Gujarat State Petronet Ltd","GSPL","532702","Utilities","1699846488.35","1675869000","1.09","5156519","739975","16.75","/mutual-fund/holding-history/156995/502/"
"Ashok Leyland Ltd","ASHOKLEY","500477","Industrials","1746501553.16","1669584000","1.08","7410164","500000","7.24","/mutual-fund/holding-history/156995/114/"
"Swiggy Ltd","SWIGGY","544285","Consumer Cyclical","1838406382.8","1609496000","1.04","5086902","518990","11.36","/mutual-fund/holding-history/156995/2755533/"
"Deepak Nitrite Ltd","DEEPAKNTR","506401","Basic Materials","1556485057.4","1581155000","1.03","816881","86669","11.87","/mutual-fund/holding-history/156995/318/"
"PI Industries Ltd","PIIND","523642","Basic Materials","1795767116","1576309000","1.02","433028","433028","New","/mutual-fund/holding-history/156995/1038/"
"Whirlpool of India Ltd","WHIRLPOOL","500238","Consumer Cyclical","1612469882.4","1550599000","1.01","1231269","-80971","-6.17","/mutual-fund/holding-history/156995/1521/"
"PB Fintech Ltd","POLICYBZR","543390","Financial Services","1813613444.5","1543523000","1","949685","-243569","-20.41","/mutual-fund/holding-history/156995/710819/"
"Balkrishna Industries Ltd","BALKRISIND","502355","Consumer Cyclical","1414399092.2","1537385000","1","574702","-169164","-22.74","/mutual-fund/holding-history/156995/153/"
"Multi Commodity Exchange of India Ltd","MCX","534091","Financial Services","1949087702","1533544000","0.99","250252","","","/mutual-fund/holding-history/156995/853/"
"Vedanta Ltd","VEDL","500295","Basic Materials","1639860051.85","1481050000","0.96","3533039","300000","9.28","/mutual-fund/holding-history/156995/1289/"
"Gujarat Gas Ltd","GUJGASLTD","539336","Utilities","1543871082","1471512000","0.95","3244790","","","/mutual-fund/holding-history/156995/515/"
"Container Corporation of India Ltd","CONCOR","531344","Industrials","1653261110.15","1454904000","0.94","2159573","","","/mutual-fund/holding-history/156995/279/"
"GE Vernova T&D India Ltd","GVT&D","522275","Industrials","1978236855","1347300000","0.87","860290","238547","38.37","/mutual-fund/holding-history/156995/67/"
"NMDC Ltd","NMDC","526371","Basic Materials","1381887276.42","1269244000","0.82","19590123","-8692578","-30.73","/mutual-fund/holding-history/156995/949/"
"Century Plyboards (India) Ltd","CENTURYPLY","532548","Basic Materials","1362517277.1","1241490000","0.81","1778511","","","/mutual-fund/holding-history/156995/252/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","1254697989.77","1202626000","0.78","10150457","","","/mutual-fund/holding-history/156995/2839786/"
"Oberoi Realty Ltd","OBEROIRLTY","533273","Real Estate","1367943513.1","1170262000","0.76","712879","","","/mutual-fund/holding-history/156995/962/"
"Aditya Birla Capital Ltd","ABCAPITAL","540691","Financial Services","1465825426","1162478000","0.75","5920135","5920135","New","/mutual-fund/holding-history/156995/61684/"
"General Insurance Corp of India","GICRE","540755","Financial Services","1043147873.6","1122097000","0.73","2689912","-440321","-14.07","/mutual-fund/holding-history/156995/63527/"
"Campus Activewear Ltd","CAMPUS","543523","Consumer Cyclical","1130361656.4","977432000","0.63","4027656","","","/mutual-fund/holding-history/156995/877863/"
"Motherson Sumi Wiring India Ltd","MSUMI","543498","Consumer Cyclical","1025267035.88","933522000","0.61","16741787","-2638031","-13.61","/mutual-fund/holding-history/156995/856676/"
"Sona BLW Precision Forgings Ltd","SONACOMS","543300","Consumer Cyclical","961506077.35","924425000","0.6","1921283","-506054","-20.85","/mutual-fund/holding-history/156995/547977/"
"BSE Ltd","BSE","","Financial Services","363325500","858465000","0.56","135000","-75000","-35.71","/mutual-fund/holding-history/156995/52884/"
"Sobha Ltd","SOBHA","532784","Real Estate","957521124","797191000","0.52","602973","","","/mutual-fund/holding-history/156995/1261/"
"TeamLease Services Ltd","TEAMLEASE","539658","Industrials","829859119","755424000","0.49","399547","","","/mutual-fund/holding-history/156995/1955/"
"Prince Pipes And Fittings Ltd Ordinary Shares","PRINCEPIPE","542907","Industrials","808394567.2","546052000","0.35","2173688","","","/mutual-fund/holding-history/156995/177142/"
"NRB Bearings Ltd","NRBBEARING","530367","Consumer Cyclical","474612880.8","410362000","0.27","1887504","","","/mutual-fund/holding-history/156995/956/"
"Ola Electric Mobility Ltd","OLAELEC","544225","Consumer Cyclical","271246426.16","282080000","0.18","5793388","","","/mutual-fund/holding-history/156995/2484734/"
"Utkarsh Small Finance Bank Ltd","UTKARSHBNK","543942","Financial Services","238181247.42","248302000","0.16","10020246","-2137701","-17.58","/mutual-fund/holding-history/156995/1542942/"
