"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"ACC Ltd","ACC","500410","Basic Materials","860230314","842208000","0.29","446085","","","/mutual-fund/holding-history/8177/22/"
"Delhivery Ltd","DELHIVERY","543529","Industrials","832475805.75","792779000","0.27","2594595","","","/mutual-fund/holding-history/8177/888524/"
"Sobha Ltd","SOBHA","532784","Real Estate","814868347.5","784945000","0.27","593711","","","/mutual-fund/holding-history/8177/1261/"
"Siemens Ltd","SIEMENS","500550","Industrials","772986046","730679000","0.25","251828","-38172","-13.16","/mutual-fund/holding-history/8177/1237/"
"Honeywell Automation India Ltd","HONAUT","517174","Industrials","815220000","724920000","0.25","21000","","","/mutual-fund/holding-history/8177/569/"
"Siemens Engy Ind","","","","","718664000","0.25","290000","290000","New",""
"Swiggy Ltd","SWIGGY","544285","Consumer Cyclical","682239720.8","672044000","0.23","2124034","","","/mutual-fund/holding-history/8177/2755533/"
"Afcons Infrastructure Ltd","AFCONS","544280","Industrials","728606101.2","654713000","0.22","1563868","-124917","-7.4","/mutual-fund/holding-history/8177/2734936/"
"Aditya Birla Capital Ltd","ABCAPITAL","540691","Financial Services","727241370.24","654331000","0.22","3332301","","","/mutual-fund/holding-history/8177/61684/"
"Ambuja Cements Ltd","AMBUJACEM","500425","Basic Materials","629831275.5","603230000","0.21","1117713","-410804","-26.88","/mutual-fund/holding-history/8177/71/"
"Prestige Estates Projects Ltd","PRESTIGE","533274","Real Estate","572086144.4","548895000","0.19","399167","-121713","-23.37","/mutual-fund/holding-history/8177/1071/"
"Zee Entertainment Enterprises Ltd","ZEEL","505537","Communication Services","590725948.7","484489000","0.17","4555610","","","/mutual-fund/holding-history/8177/1537/"
"Hyundai Motor India Ltd","HYUNDAI","544274","Consumer Cyclical","524401838","482576000","0.17","282605","-110001","-28.02","/mutual-fund/holding-history/8177/2710663/"
"LTIMindtree Ltd","LTIM","540005","Technology","395883810.6","359705000","0.12","78427","","","/mutual-fund/holding-history/8177/4596/"
"ITC Hotels Ltd","ITCHOTELS","544325","Consumer Cyclical","333985305.78","320248000","0.11","1647114","","","/mutual-fund/holding-history/8177/2956218/"
"ICICI Lombard General Insurance Co Ltd","ICICIGI","540716","Financial Services","163284537.6","165659000","0.06","88281","","","/mutual-fund/holding-history/8177/61147/"
