"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"HDFC Bank Ltd","HDFCBANK","500180","Financial Services","437700816","436657000","9.88","226835","","","/mutual-fund/holding-history/134711/533/"
"ICICI Bank Ltd","ICICIBANK","532174","Financial Services","355586520","356536000","8.06","249850","-29750","-10.64","/mutual-fund/holding-history/134711/584/"
"Reliance Industries Ltd","RELIANCE","500325","Energy","313919408","308173000","6.97","219340","36000","19.64","/mutual-fund/holding-history/134711/1127/"
"Bharti Airtel Ltd","BHARTIARTL","532454","Communication Services","217048696","218184000","4.93","117020","4100","3.63","/mutual-fund/holding-history/134711/187/"
"Larsen & Toubro Ltd","LT","500510","Industrials","205221406.5","189284000","4.28","56655","","","/mutual-fund/holding-history/134711/800/"
"Infosys Ltd","INFY","500209","Technology","205561465","188038000","4.25","125350","-11000","-8.07","/mutual-fund/holding-history/134711/630/"
"State Bank of India","SBIN","500112","Financial Services","160184837.1","159447000","3.61","202177","30000","17.42","/mutual-fund/holding-history/134711/1193/"
"Axis Bank Ltd","AXISBANK","532215","Financial Services","146790155.5","143154000","3.24","120805","7200","6.34","/mutual-fund/holding-history/134711/140/"
"Sun Pharmaceuticals Industries Ltd","SUNPHARMA","524715","Healthcare","124260060","137972000","3.12","75300","17000","29.16","/mutual-fund/holding-history/134711/1316/"
"Kotak Mahindra Bank Ltd","KOTAKBANK","500247","Financial Services","120729200","124758000","2.82","56500","","","/mutual-fund/holding-history/134711/758/"
"NTPC Ltd","NTPC","532555","Utilities","114973600","121611000","2.75","343000","","","/mutual-fund/holding-history/134711/959/"
"ITC Ltd","ITC","500875","Consumer Defensive","117205085.2","119564000","2.7","280798","76000","37.11","/mutual-fund/holding-history/134711/647/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","107590730","106355000","2.41","20260","","","/mutual-fund/holding-history/134711/1784/"
"Tata Consultancy Services Ltd","TCS","532540","Technology","105311357.4","103466000","2.34","29958","9000","42.94","/mutual-fund/holding-history/134711/1372/"
"Bajaj Finance Ltd","BAJFINANCE","500034","Financial Services","10983700","102751000","2.32","11900","","","/mutual-fund/holding-history/134711/150/"
"Bharat Electronics Ltd","BEL","500049","Industrials","119721500","93602000","2.12","298000","","","/mutual-fund/holding-history/134711/175/"
"Mahindra & Mahindra Ltd","M&M","500520","Consumer Cyclical","87359160","85082000","1.92","29050","","","/mutual-fund/holding-history/134711/807/"
"TVS Motor Co Ltd","TVSMOTOR","532343","Consumer Cyclical","80399940","77354000","1.75","28950","","","/mutual-fund/holding-history/134711/1430/"
"UltraTech Cement Ltd","ULTRACEMCO","532538","Basic Materials","72851200","74502000","1.68","6400","","","/mutual-fund/holding-history/134711/1443/"
"Jio Financial Services Ltd","JIOFIN","543940","Financial Services","77782320","69897000","1.58","268400","268400","New","/mutual-fund/holding-history/134711/1564869/"
"Maruti Suzuki India Ltd","MARUTI","532500","Consumer Cyclical","71073585","69166000","1.56","5643","-2800","-33.16","/mutual-fund/holding-history/134711/842/"
"CG Power & Industrial Solutions Ltd","CGPOWER","500093","Industrials","70520560","63683000","1.44","101600","25000","32.64","/mutual-fund/holding-history/134711/293/"
"Shriram Finance Ltd","SHRIRAMFIN","511218","Financial Services","67564000","62149000","1.41","101600","-36500","-26.43","/mutual-fund/holding-history/134711/1288/"
"United Spirits Ltd","UNITDSPR","532432","Consumer Defensive","56583651.6","60002000","1.36","38367","6000","18.54","/mutual-fund/holding-history/134711/851/"
"HCL Technologies Ltd","HCLTECH","532281","Technology","63389840","57449000","1.3","36650","9850","36.75","/mutual-fund/holding-history/134711/531/"
"Max Financial Services Ltd","MFSL","500271","Financial Services","67555080","55593000","1.26","42600","","","/mutual-fund/holding-history/134711/845/"
"JK Cement Ltd","JKCEMENT","532644","Basic Materials","60780300","52661000","1.19","10300","","","/mutual-fund/holding-history/134711/683/"
"Hindalco Industries Ltd","HINDALCO","500440","Basic Materials","51656850","50284000","1.14","80500","","","/mutual-fund/holding-history/134711/549/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","48915900","49171000","1.11","54900","","","/mutual-fund/holding-history/134711/677/"
"Pidilite Industries Ltd","PIDILITIND","500331","Basic Materials","48292800","48542000","1.1","16000","4000","33.33","/mutual-fund/holding-history/134711/1037/"
"Info Edge (India) Ltd","NAUKRI","532777","Communication Services","9649116","46235000","1.05","6540","","","/mutual-fund/holding-history/134711/913/"
"Divi's Laboratories Ltd","DIVISLAB","532488","Healthcare","49035000","45653000","1.03","7500","","","/mutual-fund/holding-history/134711/336/"
"Jubilant Foodworks Ltd","JUBLFOOD","533155","Consumer Cyclical","41336650","43639000","0.99","61000","","","/mutual-fund/holding-history/134711/701/"
"SRF Ltd","SRF","503806","Industrials","44897800","43629000","0.99","14500","3500","31.82","/mutual-fund/holding-history/134711/1283/"
"Oil & Natural Gas Corp Ltd","ONGC","500312","Energy","44911180","43512000","0.98","178000","","","/mutual-fund/holding-history/134711/974/"
"Eternal Ltd","ETERNAL","543320","Consumer Cyclical","43836683.25","41225000","0.93","177297","","","/mutual-fund/holding-history/134711/589490/"
"JSW Energy Ltd","JSWENERGY","533148","Utilities","43288100","41211000","0.93","86000","-34000","-28.33","/mutual-fund/holding-history/134711/697/"
"Max Healthcare Institute Ltd Ordinary Shares","MAXHEALTH","543220","Healthcare","42815320","38327000","0.87","34900","","","/mutual-fund/holding-history/134711/276825/"
"Indian Hotels Co Ltd","INDHOTEL","500850","Consumer Cyclical","35940875","37416000","0.85","47500","","","/mutual-fund/holding-history/134711/606/"
"Hindustan Unilever Ltd","HINDUNILVR","500696","Consumer Defensive","35394720","35600000","0.81","15200","5900","63.44","/mutual-fund/holding-history/134711/560/"
"BSE Ltd","BSE","","Financial Services","14121320","33703000","0.76","5300","1300","32.5","/mutual-fund/holding-history/134711/52884/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","34425720","32880000","0.74","26600","","","/mutual-fund/holding-history/134711/1500/"
"Coforge Ltd","COFORGE","532541","Technology","7362000","29220000","0.66","4000","","","/mutual-fund/holding-history/134711/942/"
"Varun Beverages Ltd","VBL","540180","Consumer Defensive","21484176.95","23859000","0.54","45677","","","/mutual-fund/holding-history/134711/4813/"
