"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Sheela Foam Ltd","SFL","540203","Consumer Cyclical","2021375000","2023102000","0.64","3140000","","","/mutual-fund/holding-history/17800/4957/"
"Sansera Engineering Ltd","SANSERA","543358","Consumer Cyclical","2250966816","1918100000","0.6","1769628","","","/mutual-fund/holding-history/17800/658068/"
"Star Cement Ltd","STARCEMENT","540575","Basic Materials","1624336389.52","1611495000","0.51","7380328","","","/mutual-fund/holding-history/17800/61534/"
"Rajratan Global Wire Ltd","RAJRATAN","517522","Basic Materials","1571887000","1543734000","0.49","3753760","","","/mutual-fund/holding-history/17800/2781/"
"VST Industries Ltd","VSTIND","509966","Consumer Defensive","1412712592.95","1432447000","0.45","4933517","-96622","-1.92","/mutual-fund/holding-history/17800/1502/"
"PVR INOX Ltd","PVRINOX","532689","Communication Services","1406750438.8","1335605000","0.42","1417238","","","/mutual-fund/holding-history/17800/1087/"
"Rossari Biotech Ltd Ordinary Shares","ROSSARI","543213","Basic Materials","1353570384.6","1326854000","0.42","2016342","","","/mutual-fund/holding-history/17800/243466/"
"Kajaria Ceramics Ltd","KAJARIACER","500233","Industrials","1573435078.8","1238822000","0.39","1539866","1539866","New","/mutual-fund/holding-history/17800/709/"
"V-Mart Retail Ltd","VMART","534976","Consumer Cyclical","1210410152.5","1152103000","0.36","352735","-157215","-30.83","/mutual-fund/holding-history/17800/1498/"
"Ajax Engineering Ltd","AJAXENGG","544356","Industrials","825513573.2","771655000","0.24","1203548","","","/mutual-fund/holding-history/17800/2972769/"
"Relaxo Footwears Ltd","RELAXO","530517","Consumer Cyclical","790380000","737640000","0.23","1800000","","","/mutual-fund/holding-history/17800/1125/"
"ACME Solar Holdings Ltd","ACMESOLAR","544283","Utilities","735641020.53","625395000","0.2","2989317","1440560","93.01","/mutual-fund/holding-history/17800/2759890/"
"Afcons Infrastructure Ltd","AFCONS","544280","Industrials","73507285.8","71285000","0.02","170274","170274","New","/mutual-fund/holding-history/17800/2734936/"
"CCL Products (India) Ltd","CCL","519600","Consumer Defensive","31595928","22203000","0.01","37536","37536","New","/mutual-fund/holding-history/17800/243/"
