"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Jun, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Sudarshan Chemical Industries Ltd","SUDARSCHEM","506655","Basic Materials","1216240605","1195689000","0.18","969425","","","/mutual-fund/holding-history/10906/1304/"
"L.G.Balakrishnan & Bros Ltd","LGBBROSLTD","500250","Consumer Cyclical","1151511515","1162292000","0.17","890918","","","/mutual-fund/holding-history/10906/787/"
"Belrise Industries Ltd","BELRISE","544405","Consumer Cyclical","1352173505.2","1128170000","0.17","10728130","","","/mutual-fund/holding-history/10906/3104419/"
"Mishra Dhatu Nigam Ltd Ordinary Shares","MIDHANI","541195","Basic Materials","1082663526.25","1126291000","0.17","2589175","","","/mutual-fund/holding-history/10906/80900/"
"Sumitomo Chemical India Ltd Ordinary Shares","SUMICHEM","542920","Basic Materials","1232658523.8","1099850000","0.17","2076756","176956","9.31","/mutual-fund/holding-history/10906/182906/"
"Go Fashion (India) Ltd","GOCOLORS","543401","Consumer Cyclical","1081514944.2","1082432000","0.16","1223364","53186","4.55","/mutual-fund/holding-history/10906/728986/"
"Sansera Engineering Ltd","SANSERA","543358","Consumer Cyclical","1057387894.5","1073731000","0.16","778235","6034","0.78","/mutual-fund/holding-history/10906/658068/"
"Greenlam Industries Ltd","GREENLAM","538979","Consumer Cyclical","1070910965.88","1055962000","0.16","4422876","","","/mutual-fund/holding-history/10906/1565/"
"Honeywell Automation India Ltd","HONAUT","517174","Industrials","1079512215","1044993000","0.16","26553","","","/mutual-fund/holding-history/10906/569/"
"Blue Dart Express Ltd","BLUEDART","526612","Industrials","1101341292","1044223000","0.16","163428","","","/mutual-fund/holding-history/10906/208/"
"Campus Activewear Ltd","CAMPUS","543523","Consumer Cyclical","1077318292.25","1043168000","0.16","3732265","","","/mutual-fund/holding-history/10906/877863/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","1032280519.5","1012915000","0.15","3282291","","","/mutual-fund/holding-history/10906/1717/"
"Rallis India Ltd","RALLIS","500355","Basic Materials","1072053732.4","957782000","0.14","2956574","","","/mutual-fund/holding-history/10906/1101/"
"JK Lakshmi Cement Ltd","JKLAKSHMI","500380","Basic Materials","1071930500.9","956164000","0.14","1063054","","","/mutual-fund/holding-history/10906/685/"
"Fineotex Chemical Ltd","FCL","533333","Basic Materials","952157836.5","952771000","0.14","3406647","-135181","-3.82","/mutual-fund/holding-history/10906/1562/"
"Bank of Baroda","BANKBARODA","532134","Financial Services","910016097.16","945356000","0.14","3799967","","","/mutual-fund/holding-history/10906/162/"
"RHI Magnesita India Ltd","RHIM","534076","Industrials","1021453804.8","944468000","0.14","1984176","","","/mutual-fund/holding-history/10906/989/"
"KPIT Technologies Ltd","KPITTECH","542651","Technology","933734264","935741000","0.14","743419","","","/mutual-fund/holding-history/10906/141324/"
"Subros Ltd","SUBROS","517168","Consumer Cyclical","850080355.2","926718000","0.14","968256","","","/mutual-fund/holding-history/10906/1302/"
"Dr Reddy's Laboratories Ltd","DRREDDY","500124","Healthcare","877967120","908625000","0.14","708038","","","/mutual-fund/holding-history/10906/346/"
"Equitas Small Finance Bank Ltd Ordinary Shares","EQUITASBNK","543243","Financial Services","846547745.74","905512000","0.14","13492951","","","/mutual-fund/holding-history/10906/325199/"
"Kirloskar Ferrous Industries Ltd","","500245","Industrials","885433073.5","888881000","0.13","1532554","","","/mutual-fund/holding-history/10906/2056/"
"Raymond Ltd","RAYMOND","500330","Consumer Cyclical","894207480.3","878481000","0.13","1238343","","","/mutual-fund/holding-history/10906/1115/"
"Stanley Lifestyles Ltd","STANLEY","544202","Consumer Cyclical","877217500.8","872164000","0.13","2526912","","","/mutual-fund/holding-history/10906/2350518/"
"Archean Chemical Industries Ltd","ACI","543657","Basic Materials","949344086.25","868796000","0.13","1373373","","","/mutual-fund/holding-history/10906/1121044/"
"Premier Energies Ltd","PREMIERENE","544238","Technology","837900693","845309000","0.13","796635","","","/mutual-fund/holding-history/10906/2571009/"
"HDB Financial Services Ltd","HDBFS","544429","Financial Services","912939144","844310000","0.13","1140960","1140960","New","/mutual-fund/holding-history/10906/3147463/"
"Indoco Remedies Ltd","INDOCO","532612","Healthcare","806129481.3","824032000","0.12","2594559","","","/mutual-fund/holding-history/10906/614/"
"Venus Pipes & Tubes Ltd","VENUSPIPES","543528","Basic Materials","970920000","818160000","0.12","600000","","","/mutual-fund/holding-history/10906/877861/"
"SIS Ltd Ordinary Shares","SIS","540673","Industrials","854925052.5","811013000","0.12","2190150","-262347","-10.7","/mutual-fund/holding-history/10906/57882/"
"Polyplex Corp Ltd","POLYPLEX","524051","Basic Materials","736550543.4","796450000","0.12","657517","","","/mutual-fund/holding-history/10906/1054/"
"Landmark Cars Ltd","LANDMARK","543714","Consumer Cyclical","775105017.5","786205000","0.12","1510190","","","/mutual-fund/holding-history/10906/1241144/"
"Seamec Ltd","SEAMECLTD","526807","Industrials","767100726.4","784875000","0.12","911479","","","/mutual-fund/holding-history/10906/1198/"
"Sharda Motor Industries Ltd","SHARDAMOTR","535602","Consumer Cyclical","493706102","779414000","0.12","414670","","","/mutual-fund/holding-history/10906/1769/"
"Bajel Projects Ltd","BAJEL","544042","Utilities","782913878.78","751362000","0.11","3152081","","","/mutual-fund/holding-history/10906/1845603/"
"Pokarna Ltd","POKARNA","532486","Industrials","767378290.5","744923000","0.11","738645","","","/mutual-fund/holding-history/10906/3854/"
"JK Tyre & Industries Ltd","JKTYRE","530007","Consumer Cyclical","731834353.8","738881000","0.11","2072598","","","/mutual-fund/holding-history/10906/687/"
"Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","544111","Consumer Cyclical","672435076.86","704614000","0.11","4256457","-459293","-9.74","/mutual-fund/holding-history/10906/1985406/"
"Divgi TorqTransfer Systems Ltd","DIVGIITTS","543812","Consumer Cyclical","746624516","696012000","0.1","1152910","","","/mutual-fund/holding-history/10906/1381687/"
"IndiaMART InterMESH Ltd","INDIAMART","542726","Communication Services","660845504","672757000","0.1","258952","","","/mutual-fund/holding-history/10906/149049/"
"Clean Science and Technology Ltd","CLEAN","543318","Basic Materials","567952678.8","640942000","0.1","437324","","","/mutual-fund/holding-history/10906/580869/"
"Aeroflex Industries Ltd","AEROFLEX","543972","Industrials","623997325.98","623675000","0.09","2931354","","","/mutual-fund/holding-history/10906/1617407/"
"Sanathan Textiles Ltd","SANATHAN","544314","Consumer Cyclical","675201760.55","597057000","0.09","1243351","","","/mutual-fund/holding-history/10906/2863354/"
"Cyient DLM Ltd","CYIENTDLM","543933","Technology","604077245.1","596289000","0.09","1256139","","","/mutual-fund/holding-history/10906/1513580/"
"Aditya Birla Fashion and Retail Ltd","ABFRL","535755","Consumer Cyclical","586590393.56","581627000","0.09","7755029","","","/mutual-fund/holding-history/10906/1029/"
"Sheela Foam Ltd","SFL","540203","Consumer Cyclical","509820155.6","553050000","0.08","761096","","","/mutual-fund/holding-history/10906/4957/"
"3M India Ltd","3MINDIA","523395","Industrials","566449740","516933000","0.08","18138","","","/mutual-fund/holding-history/10906/10/"
"Gabriel India Ltd","GABRIEL","505714","Consumer Cyclical","686451659.15","489213000","0.07","696587","-171554","-19.76","/mutual-fund/holding-history/10906/429/"
"P N Gadgil Jewellers Ltd","PNGJL","544256","Consumer Cyclical","462966732","446512000","0.07","768920","","","/mutual-fund/holding-history/10906/2618334/"
"Bata India Ltd","BATAINDIA","500043","Consumer Cyclical","432736819.2","436887000","0.07","357752","","","/mutual-fund/holding-history/10906/168/"
"Astec Lifesciences Ltd","ASTEC","533138","Basic Materials","420532409.8","426272000","0.06","461009","","","/mutual-fund/holding-history/10906/121/"
"R K Swamy Ltd","RKSWAMY","544136","Communication Services","369959592.05","403773000","0.06","2114659","","","/mutual-fund/holding-history/10906/2102499/"
"Wonderla Holidays Ltd","WONDERLA","538268","Consumer Cyclical","423583531.9","398601000","0.06","625354","","","/mutual-fund/holding-history/10906/1528/"
"Rishabh Instruments Ltd","RISHABH","543977","Technology","387654791.25","396947000","0.06","1346725","","","/mutual-fund/holding-history/10906/1650515/"
"Capital Small Finance Bank Ltd","CAPITALSFB","544120","Financial Services","429249504.45","392212000","0.06","1339521","-155563","-10.4","/mutual-fund/holding-history/10906/1998221/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","391017035","381576000","0.06","405199","-94801","-18.96","/mutual-fund/holding-history/10906/677/"
"Ceigall India Ltd","CEIGALL","544223","Industrials","375904896","351039000","0.05","1386080","","","/mutual-fund/holding-history/10906/2484735/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","265314700","283702000","0.04","176125","","","/mutual-fund/holding-history/10906/612873/"
"Credo Brands Marketing Ltd","MUFTI","544058","Consumer Cyclical","266206923.5","266064000","0.04","1591195","-105036","-6.19","/mutual-fund/holding-history/10906/1839759/"
"Netweb Technologies India Ltd","NETWEB","543945","Technology","238446140.8","232082000","0.03","125776","","","/mutual-fund/holding-history/10906/1544933/"
"JNK India Ltd","JNKINDIA","544167","Industrials","129233840","134478000","0.02","385600","-188550","-32.84","/mutual-fund/holding-history/10906/2217258/"
