"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Rajratan Global Wire Ltd","RAJRATAN","517522","Basic Materials","1566631736","1542983000","0.45","3753760","","","/mutual-fund/holding-history/17800/2781/"
"Afcons Infrastructure Ltd","AFCONS","544280","Industrials","1586158251.3","1510805000","0.44","3571222","3400948","1997.34","/mutual-fund/holding-history/17800/2734936/"
"VST Industries Ltd","VSTIND","509966","Consumer Defensive","1407532400.1","1410246000","0.41","4933517","","","/mutual-fund/holding-history/17800/1502/"
"PVR INOX Ltd","PVRINOX","532689","Communication Services","1371177765","1396334000","0.41","1417238","","","/mutual-fund/holding-history/17800/1087/"
"Rossari Biotech Ltd Ordinary Shares","ROSSARI","543213","Basic Materials","1378270574.1","1338347000","0.39","2016342","","","/mutual-fund/holding-history/17800/243466/"
"ACME Solar Holdings Ltd","ACMESOLAR","544283","Utilities","727599757.8","787834000","0.23","2989317","","","/mutual-fund/holding-history/17800/2759890/"
"Relaxo Footwears Ltd","RELAXO","530517","Consumer Cyclical","759960000","786690000","0.23","1800000","","","/mutual-fund/holding-history/17800/1125/"
"Ajax Engineering Ltd","AJAXENGG","544356","Industrials","728808491.4","785796000","0.23","1203548","","","/mutual-fund/holding-history/17800/2972769/"
"V-Mart Retail Ltd","VMART","534976","Consumer Cyclical","606033584.8","557601000","0.16","163846","-188889","-53.55","/mutual-fund/holding-history/17800/1498/"
"CCL Products (India) Ltd","CCL","519600","Consumer Defensive","30407913.6","33187000","0.01","37536","","","/mutual-fund/holding-history/17800/243/"
