"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Jun, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Blue Dart Express Ltd","BLUEDART","526612","Industrials","1100115582","1044223000","0.16","163428","","","/mutual-fund/holding-history/10901/208/"
"Campus Activewear Ltd","CAMPUS","543523","Consumer Cyclical","1075638773","1043168000","0.16","3732265","","","/mutual-fund/holding-history/10901/877863/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","1031624061.3","1012915000","0.15","3282291","","","/mutual-fund/holding-history/10901/1717/"
"Rallis India Ltd","RALLIS","500355","Basic Materials","1073827676.8","957782000","0.14","2956574","","","/mutual-fund/holding-history/10901/1101/"
"JK Lakshmi Cement Ltd","JKLAKSHMI","500380","Basic Materials","1072089959","956164000","0.14","1063054","","","/mutual-fund/holding-history/10901/685/"
"Fineotex Chemical Ltd","FCL","533333","Basic Materials","954712821.75","952771000","0.14","3406647","-135181","-3.82","/mutual-fund/holding-history/10901/1562/"
"Bank of Baroda","BANKBARODA","532134","Financial Services","911004088.58","945356000","0.14","3799967","","","/mutual-fund/holding-history/10901/162/"
"RHI Magnesita India Ltd","RHIM","534076","Industrials","1020064881.6","944468000","0.14","1984176","","","/mutual-fund/holding-history/10901/989/"
"KPIT Technologies Ltd","KPITTECH","542651","Technology","932247426","935741000","0.14","743419","","","/mutual-fund/holding-history/10901/141324/"
"Subros Ltd","SUBROS","517168","Consumer Cyclical","849257337.6","926718000","0.14","968256","","","/mutual-fund/holding-history/10901/1302/"
"Dr Reddy's Laboratories Ltd","DRREDDY","500124","Healthcare","878037923.8","908625000","0.14","708038","","","/mutual-fund/holding-history/10901/346/"
"Equitas Small Finance Bank Ltd Ordinary Shares","EQUITASBNK","543243","Financial Services","847492252.31","905512000","0.14","13492951","","","/mutual-fund/holding-history/10901/325199/"
"Kirloskar Ferrous Industries Ltd","","500245","Industrials","886199350.5","888881000","0.13","1532554","","","/mutual-fund/holding-history/10901/2056/"
"Raymond Ltd","RAYMOND","500330","Consumer Cyclical","895879243.35","878481000","0.13","1238343","","","/mutual-fund/holding-history/10901/1115/"
"Stanley Lifestyles Ltd","STANLEY","544202","Consumer Cyclical","875575008","872164000","0.13","2526912","","","/mutual-fund/holding-history/10901/2350518/"
"Archean Chemical Industries Ltd","ACI","543657","Basic Materials","944811955.35","868796000","0.13","1373373","","","/mutual-fund/holding-history/10901/1121044/"
"Premier Energies Ltd","PREMIERENE","544238","Technology","838697328","845309000","0.13","796635","","","/mutual-fund/holding-history/10901/2571009/"
"HDB Financial Services Ltd","HDBFS","544429","Financial Services","913338480","844310000","0.13","1140960","1140960","New","/mutual-fund/holding-history/10901/3147463/"
"Indoco Remedies Ltd","INDOCO","532612","Healthcare","804572745.9","824032000","0.12","2594559","","","/mutual-fund/holding-history/10901/614/"
"Venus Pipes & Tubes Ltd","VENUSPIPES","543528","Basic Materials","971400000","818160000","0.12","600000","","","/mutual-fund/holding-history/10901/877861/"
"SIS Ltd Ordinary Shares","SIS","540673","Industrials","854925052.5","811013000","0.12","2190150","-262347","-10.7","/mutual-fund/holding-history/10901/57882/"
"Polyplex Corp Ltd","POLYPLEX","524051","Basic Materials","735958778.1","796450000","0.12","657517","","","/mutual-fund/holding-history/10901/1054/"
"Landmark Cars Ltd","LANDMARK","543714","Consumer Cyclical","775709093.5","786205000","0.12","1510190","","","/mutual-fund/holding-history/10901/1241144/"
"Seamec Ltd","SEAMECLTD","526807","Industrials","766553839","784875000","0.12","911479","","","/mutual-fund/holding-history/10901/1198/"
"Sharda Motor Industries Ltd","SHARDAMOTR","535602","Consumer Cyclical","486159108","779414000","0.12","414670","","","/mutual-fund/holding-history/10901/1769/"
"Bajel Projects Ltd","BAJEL","544042","Utilities","775411926","751362000","0.11","3152081","","","/mutual-fund/holding-history/10901/1845603/"
"Pokarna Ltd","POKARNA","532486","Industrials","768929445","744923000","0.11","738645","","","/mutual-fund/holding-history/10901/3854/"
"JK Tyre & Industries Ltd","JKTYRE","530007","Consumer Cyclical","731730723.9","738881000","0.11","2072598","","","/mutual-fund/holding-history/10901/687/"
"Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","544111","Consumer Cyclical","672349947.72","704614000","0.11","4256457","-459293","-9.74","/mutual-fund/holding-history/10901/1985406/"
"Divgi TorqTransfer Systems Ltd","DIVGIITTS","543812","Consumer Cyclical","746393934","696012000","0.1","1152910","","","/mutual-fund/holding-history/10901/1381687/"
"IndiaMART InterMESH Ltd","INDIAMART","542726","Communication Services","660586552","672757000","0.1","258952","","","/mutual-fund/holding-history/10901/149049/"
"Clean Science and Technology Ltd","CLEAN","543318","Basic Materials","567821481.6","640942000","0.1","437324","","","/mutual-fund/holding-history/10901/580869/"
"Aeroflex Industries Ltd","AEROFLEX","543972","Industrials","622297140.66","623675000","0.09","2931354","","","/mutual-fund/holding-history/10901/1617407/"
"Sanathan Textiles Ltd","SANATHAN","544314","Consumer Cyclical","675326095.65","597057000","0.09","1243351","","","/mutual-fund/holding-history/10901/2863354/"
"Cyient DLM Ltd","CYIENTDLM","543933","Technology","603009526.95","596289000","0.09","1256139","","","/mutual-fund/holding-history/10901/1513580/"
"Aditya Birla Fashion and Retail Ltd","ABFRL","535755","Consumer Cyclical","586823044.43","581627000","0.09","7755029","","","/mutual-fund/holding-history/10901/1029/"
"Sheela Foam Ltd","SFL","540203","Consumer Cyclical","509515717.2","553050000","0.08","761096","","","/mutual-fund/holding-history/10901/4957/"
"3M India Ltd","3MINDIA","523395","Industrials","565361460","516933000","0.08","18138","","","/mutual-fund/holding-history/10901/10/"
"Gabriel India Ltd","GABRIEL","505714","Consumer Cyclical","686138195","489213000","0.07","696587","-171554","-19.76","/mutual-fund/holding-history/10901/429/"
"P N Gadgil Jewellers Ltd","PNGJL","544256","Consumer Cyclical","462274704","446512000","0.07","768920","","","/mutual-fund/holding-history/10901/2618334/"
"Bata India Ltd","BATAINDIA","500043","Consumer Cyclical","432879920","436887000","0.07","357752","","","/mutual-fund/holding-history/10901/168/"
"Astec Lifesciences Ltd","ASTEC","533138","Basic Materials","421615780.95","426272000","0.06","461009","","","/mutual-fund/holding-history/10901/121/"
"R K Swamy Ltd","RKSWAMY","544136","Communication Services","369007995.5","403773000","0.06","2114659","","","/mutual-fund/holding-history/10901/2102499/"
"Wonderla Holidays Ltd","WONDERLA","538268","Consumer Cyclical","422989445.6","398601000","0.06","625354","","","/mutual-fund/holding-history/10901/1528/"
"Rishabh Instruments Ltd","RISHABH","543977","Technology","386644747.5","396947000","0.06","1346725","","","/mutual-fund/holding-history/10901/1650515/"
"Capital Small Finance Bank Ltd","CAPITALSFB","544120","Financial Services","428378815.8","392212000","0.06","1339521","-155563","-10.4","/mutual-fund/holding-history/10901/1998221/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","391219634.5","381576000","0.06","405199","-94801","-18.96","/mutual-fund/holding-history/10901/677/"
"Ceigall India Ltd","CEIGALL","544223","Industrials","374380208","351039000","0.05","1386080","","","/mutual-fund/holding-history/10901/2484735/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","265244250","283702000","0.04","176125","","","/mutual-fund/holding-history/10901/612873/"
"Credo Brands Marketing Ltd","MUFTI","544058","Consumer Cyclical","266525162.5","266064000","0.04","1591195","-105036","-6.19","/mutual-fund/holding-history/10901/1839759/"
"Netweb Technologies India Ltd","NETWEB","543945","Technology","238106545.6","232082000","0.03","125776","","","/mutual-fund/holding-history/10901/1544933/"
"JNK India Ltd","JNKINDIA","544167","Industrials","129156720","134478000","0.02","385600","-188550","-32.84","/mutual-fund/holding-history/10901/2217258/"
