"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 Jul, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Fine Organic Industries Ltd Ordinary Shares","FINEORG","541557","Basic Materials","3803436435","4162820000","0.63","785023","","","https://trendlyne.com/mutual-fund/holding-history/10906/92286/"
"Kalpataru Projects International Ltd","KPIL","522287","Industrials","4630318573.4","4156817000","0.63","3622814","","","https://trendlyne.com/mutual-fund/holding-history/10906/712/"
"Procter & Gamble Health Ltd","PGHL","500126","Healthcare","4354400803.5","4083571000","0.62","692659","","","https://trendlyne.com/mutual-fund/holding-history/10906/858/"
"Sundaram Finance Holdings Ltd","SUNDARMHLD","","Financial Services","4212899500","4063763000","0.62","8425799","-423190","-4.78","https://trendlyne.com/mutual-fund/holding-history/10906/87798/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","4258421213.8","3960939000","0.6","28385690","","","https://trendlyne.com/mutual-fund/holding-history/10906/2839786/"
"eMudhra Ltd","EMUDHRA","543533","Technology","3833174644","3946543000","0.6","5083786","","","https://trendlyne.com/mutual-fund/holding-history/10906/897537/"
"Timken India Ltd","TIMKEN","522113","Industrials","3505403701.8","3930301000","0.6","1184218","","","https://trendlyne.com/mutual-fund/holding-history/10906/1399/"
"Tata Consumer Products Ltd","TATACONSUM","500800","Consumer Defensive","4044677373","3926502000","0.6","3658686","","","https://trendlyne.com/mutual-fund/holding-history/10906/1359/"
"K.P.R. Mill Ltd","KPRMILL","532889","Consumer Cyclical","3517270142.5","3921455000","0.59","3439873","","","https://trendlyne.com/mutual-fund/holding-history/10906/764/"
"Hindustan Aeronautics Ltd Ordinary Shares","HAL","541154","Industrials","3854982221.2","3912629000","0.59","862972","","","https://trendlyne.com/mutual-fund/holding-history/10906/80502/"
"NIIT Learning Systems Ltd","NIITMTS","543952","Consumer Defensive","4082951241.4","3879750000","0.59","12204308","","","https://trendlyne.com/mutual-fund/holding-history/10906/1603230/"
"Krishna Institute of Medical Sciences Ltd","KIMS","543308","Healthcare","3883981250","3849900000","0.58","5125000","","","https://trendlyne.com/mutual-fund/holding-history/10906/555690/"
"Vedanta Ltd","VEDL","500295","Basic Materials","3948306656.2","3772807000","0.57","8863636","","","https://trendlyne.com/mutual-fund/holding-history/10906/1289/"
"Central Depository Services (India) Ltd","CDSL","","Financial Services","4013754538.2","3760086000","0.57","2539226","","","https://trendlyne.com/mutual-fund/holding-history/10906/53219/"
"Crompton Greaves Consumer Electricals Ltd","CROMPTON","539876","Consumer Cyclical","3812110114.5","3748285000","0.57","11604597","1680187","16.93","https://trendlyne.com/mutual-fund/holding-history/10906/2020/"
"Inox Wind Ltd","INOXWIND","539083","Industrials","3568860645.6","3734606000","0.57","24775152","","","https://trendlyne.com/mutual-fund/holding-history/10906/1627/"
"ICRA Ltd","ICRA","532835","Financial Services","3525959205","3725499000","0.57","562085","258897","85.39","https://trendlyne.com/mutual-fund/holding-history/10906/586/"
"Gland Pharma Ltd","GLAND","543245","Healthcare","3453919740","3676110000","0.56","1780371","","","https://trendlyne.com/mutual-fund/holding-history/10906/338662/"
"Birla Corp Ltd","BIRLACORPN","500335","Basic Materials","3430350980.1","3645608000","0.55","2697453","-115000","-4.09","https://trendlyne.com/mutual-fund/holding-history/10906/198/"
"Vardhman Textiles Ltd","VTL","502986","Consumer Cyclical","3530499072","3597190000","0.55","8233440","","","https://trendlyne.com/mutual-fund/holding-history/10906/1504/"
"Bayer CropScience Ltd","BAYERCROP","506285","Basic Materials","3121431350","3539955000","0.54","559898","","","https://trendlyne.com/mutual-fund/holding-history/10906/169/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","3643355160","3502326000","0.53","592560","","","https://trendlyne.com/mutual-fund/holding-history/10906/1784/"
"Blue Star Ltd","BLUESTARCO","500067","Industrials","3862760772","3480490000","0.53","2002468","","","https://trendlyne.com/mutual-fund/holding-history/10906/209/"
"Galaxy Surfactants Ltd","GALAXYSURF","540935","Basic Materials","2822480838.3","3441008000","0.52","1290749","","","https://trendlyne.com/mutual-fund/holding-history/10906/74800/"
"Cyient Ltd","CYIENT","532175","Industrials","3510130269.6","3437145000","0.52","2850983","","","https://trendlyne.com/mutual-fund/holding-history/10906/301/"
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","3551549885","3394781000","0.51","10212940","8424","0.08","https://trendlyne.com/mutual-fund/holding-history/10906/706/"
"Tejas Networks Ltd","TEJASNET","540595","Technology","3351013435.8","3363405000","0.51","5763697","","","https://trendlyne.com/mutual-fund/holding-history/10906/54898/"
"Kirloskar Oil Engines Ltd","KIRLOSENG","533293","Industrials","3573079984.3","3359446000","0.51","3715379","-65079","-1.72","https://trendlyne.com/mutual-fund/holding-history/10906/745/"
"Ion Exchange (India) Ltd","IONEXCHANG","500214","Industrials","3195756900","3331465000","0.51","7161360","","","https://trendlyne.com/mutual-fund/holding-history/10906/2050/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","3424377571.6","3315259000","0.5","2496994","","","https://trendlyne.com/mutual-fund/holding-history/10906/1500/"
"Genus Power Infrastructures Ltd","GENUSPOWER","530343","Industrials","3236400000","3314055000","0.5","9300000","-289956","-3.02","https://trendlyne.com/mutual-fund/holding-history/10906/449/"
"Aditya Birla Real Estate Ltd","ABREL","500040","Basic Materials","3111833572.5","3244743000","0.49","1721623","","","https://trendlyne.com/mutual-fund/holding-history/10906/253/"
"HDB Financial Services Ltd","HDBFS","544429","Financial Services","3359120840.8","3236044000","0.49","4266092","3125132","273.9","https://trendlyne.com/mutual-fund/holding-history/10906/3147463/"
"Avalon Technologies Ltd","AVALON","543896","Technology","3198431644.2","3205063000","0.49","3789162","","","https://trendlyne.com/mutual-fund/holding-history/10906/1416031/"
"Hitachi Energy India Ltd Ordinary Shares","POWERINDIA","543187","Industrials","3178960000","3194060000","0.48","158948","","","https://trendlyne.com/mutual-fund/holding-history/10906/202203/"
"Indigo Paints Ltd Ordinary Shares","INDIGOPNTS","543258","Basic Materials","3022500000","3120000000","0.47","2600000","","","https://trendlyne.com/mutual-fund/holding-history/10906/402502/"
"Craftsman Automation Ltd","CRAFTSMAN","543276","Consumer Cyclical","3132208737","3065692000","0.47","454042","","","https://trendlyne.com/mutual-fund/holding-history/10906/445359/"
"Tata Power Co Ltd","TATAPOWER","500400","Utilities","3011949530.4","3065514000","0.47","7707138","","","https://trendlyne.com/mutual-fund/holding-history/10906/1364/"
"Carborundum Universal Ltd","CARBORUNIV","513375","Industrials","3223129434","3038951000","0.46","3265582","","","https://trendlyne.com/mutual-fund/holding-history/10906/238/"
"Coal India Ltd","COALINDIA","533278","Energy","3098220520.65","3032155000","0.46","8056743","-2908257","-26.52","https://trendlyne.com/mutual-fund/holding-history/10906/275/"
"Sapphire Foods India Ltd","SAPPHIRE","543397","Consumer Cyclical","3014865056","2938751000","0.45","9282220","","","https://trendlyne.com/mutual-fund/holding-history/10906/716755/"
"Styrenix Performance Materials Ltd","STYRENIX","506222","Basic Materials","2639548846.2","2895118000","0.44","995981","","","https://trendlyne.com/mutual-fund/holding-history/10906/1300/"
"Navin Fluorine International Ltd","NAVINFLUOR","532504","Basic Materials","2845066836","2863960000","0.43","567368","170463","42.95","https://trendlyne.com/mutual-fund/holding-history/10906/914/"
"Kajaria Ceramics Ltd","KAJARIACER","500233","Industrials","3102646554.1","2862597000","0.43","2432113","174414","7.73","https://trendlyne.com/mutual-fund/holding-history/10906/709/"
"Persistent Systems Ltd","PERSISTENT","533179","Technology","2938799604","2838419000","0.43","550028","","","https://trendlyne.com/mutual-fund/holding-history/10906/1023/"
"Godrej Agrovet Ltd Ordinary Shares","GODREJAGRO","540743","Consumer Defensive","2539030433.8","2818114000","0.43","3326386","1085524","48.44","https://trendlyne.com/mutual-fund/holding-history/10906/62812/"
"PG Electroplast Ltd","PGEL","533581","Technology","1850338428","2801394000","0.42","3451480","","","https://trendlyne.com/mutual-fund/holding-history/10906/1031/"
"Lumax Auto Technologies Ltd","LUMAXTECH","532796","Consumer Cyclical","2889200000","2732712000","0.41","2480000","-20000","-0.8","https://trendlyne.com/mutual-fund/holding-history/10906/803/"
"Kaynes Technology India Ltd","KAYNES","543664","Industrials","2716062273","2705323000","0.41","438322","","","https://trendlyne.com/mutual-fund/holding-history/10906/1124672/"
"Indian Hotels Co Ltd","INDHOTEL","500850","Consumer Cyclical","2885469420.6","2647605000","0.4","3574222","","","https://trendlyne.com/mutual-fund/holding-history/10906/606/"
"Linde India Ltd","LINDEINDIA","523457","Basic Materials","2541200000","2629400000","0.4","400000","","","https://trendlyne.com/mutual-fund/holding-history/10906/791/"
"Samvardhana Motherson International Ltd","MOTHERSON","517334","Consumer Cyclical","2606062793.4","2585310000","0.39","26606052","","","https://trendlyne.com/mutual-fund/holding-history/10906/878/"
"Honda India Power Products Ltd","HONDAPOWER","522064","Industrials","2847030860","2579238000","0.39","894730","","","https://trendlyne.com/mutual-fund/holding-history/10906/570/"
"Finolex Cables Ltd","FINCABLES","500144","Industrials","2448626534","2578354000","0.39","2918506","","","https://trendlyne.com/mutual-fund/holding-history/10906/416/"
"Allied Blenders and Distillers Ltd","ABDL","544203","Consumer Defensive","2578183907.6","2542883000","0.39","4937158","","","https://trendlyne.com/mutual-fund/holding-history/10906/2365668/"
"CARE Ratings Ltd","CARERATING","534804","Financial Services","2329391340.6","2505724000","0.38","1476822","","","https://trendlyne.com/mutual-fund/holding-history/10906/240/"
"Thyrocare Technologies Ltd","THYROCARE","539871","Healthcare","2501361293.6","2486360000","0.38","1875224","-25000","-1.32","https://trendlyne.com/mutual-fund/holding-history/10906/2013/"
"VST Tillers Tractors Ltd","VSTTILLERS","531266","Industrials","2881344823.6","2484559000","0.38","543691","","","https://trendlyne.com/mutual-fund/holding-history/10906/1503/"
"Syngene International Ltd","SYNGENE","539268","Healthcare","2315933760.8","2479869000","0.38","3473206","254274","7.9","https://trendlyne.com/mutual-fund/holding-history/10906/1771/"
"Bharat Dynamics Ltd Ordinary Shares","BDL","541143","Industrials","2339968784.2","2471400000","0.37","1526498","","","https://trendlyne.com/mutual-fund/holding-history/10906/80210/"
"Century Plyboards (India) Ltd","CENTURYPLY","532548","Basic Materials","2421466128","2395270000","0.36","3274464","","","https://trendlyne.com/mutual-fund/holding-history/10906/252/"
"RBL Bank Ltd","RBLBANK","540065","Financial Services","2287254706.2","2383551000","0.36","8932844","-4886291","-35.36","https://trendlyne.com/mutual-fund/holding-history/10906/4685/"
"JTEKT India Ltd","JTEKTINDIA","520057","Consumer Cyclical","2383656858.44","2367139000","0.36","18352763","","","https://trendlyne.com/mutual-fund/holding-history/10906/1266/"
"RITES Ltd Ordinary Shares","RITES","541556","Industrials","2367160000","2362100000","0.36","9200000","","","https://trendlyne.com/mutual-fund/holding-history/10906/92280/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","2081562874.2","2359408000","0.36","5051724","","","https://trendlyne.com/mutual-fund/holding-history/10906/1061/"
"Rategain Travel Technologies Ltd","RATEGAIN","543417","Technology","2646942008.55","2330191000","0.35","5314611","","","https://trendlyne.com/mutual-fund/holding-history/10906/747240/"
"Aditya Birla Sun Life AMC Ltd","ABSLAMC","543374","Financial Services","2392200000","2317140000","0.35","2700000","","","https://trendlyne.com/mutual-fund/holding-history/10906/674158/"
"H.G. Infra Engineering Ltd Ordinary Shares","HGINFRA","541019","Industrials","2209828677.1","2300198000","0.35","2214923","","","https://trendlyne.com/mutual-fund/holding-history/10906/78664/"
"Metropolis Healthcare Ltd","METROPOLIS","542650","Healthcare","2491334867.2","2285289000","0.35","1145336","","","https://trendlyne.com/mutual-fund/holding-history/10906/139598/"
"Delhivery Ltd","DELHIVERY","543529","Industrials","2530595665.5","2282367000","0.35","5367117","","","https://trendlyne.com/mutual-fund/holding-history/10906/888524/"
"NTPC Green Energy Ltd","NTPCGREEN","544289","Utilities","2222335054.06","2204575000","0.33","21142946","9142946","76.19","https://trendlyne.com/mutual-fund/holding-history/10906/2789016/"
"Asahi India Glass Ltd","ASAHIINDIA","515030","Consumer Cyclical","2279536978.95","2198410000","0.33","2616999","","","https://trendlyne.com/mutual-fund/holding-history/10906/107/"
"City Union Bank Ltd","CUB","532210","Financial Services","2194668447","2196514000","0.33","10250670","","","https://trendlyne.com/mutual-fund/holding-history/10906/295/"
"Bajaj Consumer Care Ltd","BAJAJCON","533229","Consumer Defensive","2264969289.6","2188673000","0.33","9806760","-49260","-0.5","https://trendlyne.com/mutual-fund/holding-history/10906/145/"
"Gujarat Fluorochemicals Ltd Ordinary Shares","FLUOROCHEM","542812","Basic Materials","2048240987.2","2152953000","0.33","599041","-98645","-14.14","https://trendlyne.com/mutual-fund/holding-history/10906/169265/"
"Orient Electric Ltd Ordinary Shares","ORIENTELEC","541301","Consumer Cyclical","2096283498.76","2143661000","0.33","9974228","","","https://trendlyne.com/mutual-fund/holding-history/10906/94299/"
"TTK Prestige Ltd","TTKPRESTIG","517506","Consumer Cyclical","2190616461.75","2114592000","0.32","3356495","45","0","https://trendlyne.com/mutual-fund/holding-history/10906/1421/"
"Astra Microwave Products Ltd","ASTRAMICRO","532493","Technology","2195600000","2111120000","0.32","2200000","","","https://trendlyne.com/mutual-fund/holding-history/10906/123/"
"Chambal Fertilisers & Chemicals Ltd","CHAMBLFERT","500085","Basic Materials","2288497821","2089454000","0.32","4057980","","","https://trendlyne.com/mutual-fund/holding-history/10906/258/"
"Grindwell Norton Ltd","GRINDWELL","506076","Industrials","2017107208.8","2053772000","0.31","1333272","","","https://trendlyne.com/mutual-fund/holding-history/10906/496/"
"FDC Ltd","FDC","531599","Healthcare","2042966918.35","2049380000","0.31","4275331","","","https://trendlyne.com/mutual-fund/holding-history/10906/410/"
