"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Sanofi India Ltd","SANOFI","500674","Healthcare","395609090","379823000","0.14","63911","","","/mutual-fund/holding-history/6125/1182/"
"Taj GVK Hotels & Resorts Ltd","TAJGVK","532390","Consumer Cyclical","420762546","376120000","0.14","916694","","","/mutual-fund/holding-history/6125/1345/"
"Prime Securities Ltd","PRIMESECU","500337","Financial Services","418738780.18","374438000","0.14","1649942","","","/mutual-fund/holding-history/6125/1073/"
"SMS Pharmaceuticals Ltd","SMSPHARMA","532815","Healthcare","394616654.08","355111000","0.14","1506688","14688","0.98","/mutual-fund/holding-history/6125/1259/"
"Indian Hume Pipe Co Ltd","INDIANHUME","504741","Industrials","331630663.55","293326000","0.11","769177","769177","New","/mutual-fund/holding-history/6125/611/"
"Sai Silks (Kalamandir) Ltd","KALAMANDIR","543989","Consumer Cyclical","246676962.6","255960000","0.1","2095455","","","/mutual-fund/holding-history/6125/1698176/"
"Best Agrolife Ltd","","539660","Basic Materials","167025000","183175000","0.07","500000","","","/mutual-fund/holding-history/6125/4331/"
"HP Adhesives Ltd","HPAL","543433","Basic Materials","134472960","136263000","0.05","2594000","","","/mutual-fund/holding-history/6125/752901/"
"Emami Ltd","EMAMILTD","531162","Consumer Defensive","117820000","124940000","0.05","200000","200000","New","/mutual-fund/holding-history/6125/374/"
"Primo Chemicals Ltd Shs Dematerialised","","506852","Basic Materials","118025315.8","117843000","0.04","4556962","","","/mutual-fund/holding-history/6125/2300/"
"Borosil Renewables Ltd Ordinary Shares","BORORENEW","502219","Technology","124185778.3","112279000","0.04","228094","","","/mutual-fund/holding-history/6125/2118/"
"Stanley Lifestyles Ltd","STANLEY","544202","Consumer Cyclical","111465782.5","97883000","0.04","320350","10859","3.51","/mutual-fund/holding-history/6125/2350518/"
"Om Infra Ltd","OMINFRAL","531092","Industrials","18116790.48","16188000","0.01","140571","","","/mutual-fund/holding-history/6125/971/"
