"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Aditya Birla Real Estate Ltd","ABREL","500040","Basic Materials","340791024.2","296675000","1.18","136202","","","/mutual-fund/holding-history/182450/253/"
"Zaggle Prepaid Ocean Services Ltd","ZAGGLE","543985","Technology","292685243.4","294452000","1.18","679636","","","/mutual-fund/holding-history/182450/1690561/"
"Sumitomo Chemical India Ltd Ordinary Shares","SUMICHEM","542920","Basic Materials","282765569.1","289536000","1.16","571359","","","/mutual-fund/holding-history/182450/182906/"
"Blue Star Ltd","BLUESTARCO","500067","Industrials","314235691.2","287430000","1.15","187581","","","/mutual-fund/holding-history/182450/209/"
"Jyoti CNC Automation Ltd","JYOTICNC","544081","Industrials","250927992.7","286106000","1.14","220829","-5961","-2.63","/mutual-fund/holding-history/182450/1873481/"
"Kirloskar Oil Engines Ltd","KIRLOSENG","533293","Industrials","271801477.35","282968000","1.13","312793","-16249","-4.94","/mutual-fund/holding-history/182450/745/"
"Cohance Lifesciences Ltd","COHANCE","543064","Healthcare","251554200","265278000","1.06","253200","","","/mutual-fund/holding-history/182450/191143/"
"PB Fintech Ltd","POLICYBZR","543390","Financial Services","285373235.2","263366000","1.05","149504","","","/mutual-fund/holding-history/182450/710819/"
"CarTrade Tech Ltd","CARTRADE","543333","Consumer Cyclical","284548320","263038000","1.05","169374","","","/mutual-fund/holding-history/182450/621767/"
"Nippon Life India Asset Management Ltd Ordinary Shares","NAM-INDIA","540767","Financial Services","262720549.8","261047000","1.04","352314","","","/mutual-fund/holding-history/182450/64356/"
"Affle 3i Ltd","AFFLE","542752","Communication Services","292586314.5","258943000","1.03","149195","","","/mutual-fund/holding-history/182450/154217/"
"Epigral Ltd","EPIGRAL","543332","Basic Materials","264113575.5","258907000","1.03","145445","","","/mutual-fund/holding-history/182450/634820/"
"Neuland Laboratories Ltd","NEULANDLAB","524558","Healthcare","287911584","258093000","1.03","22437","611","2.8","/mutual-fund/holding-history/182450/933/"
"Eternal Ltd","ETERNAL","543320","Consumer Cyclical","272838151.05","257863000","1.03","1082047","","","/mutual-fund/holding-history/182450/589490/"
"Safari Industries (India) Ltd","SAFARI","523025","Consumer Cyclical","236918814","256203000","1.02","111021","","","/mutual-fund/holding-history/182450/2912/"
"Sobha Ltd","SOBHA","532784","Real Estate","280859184","253813000","1.01","177120","","","/mutual-fund/holding-history/182450/1261/"
"IDFC First Bank Ltd","IDFCFIRSTB","539437","Financial Services","264636164.3","253700000","1.01","3732527","3732527","New","/mutual-fund/holding-history/182450/1786/"
"Computer Age Management Services Ltd Ordinary Shares","CAMS","543232","Technology","262695204.2","252631000","1.01","63778","4250","7.14","/mutual-fund/holding-history/182450/297909/"
"ITC Ltd","ITC","500875","Consumer Defensive","251169665.4","251080000","1","600597","17015","2.92","/mutual-fund/holding-history/182450/647/"
"Jindal Stainless Ltd","JSL","532508","Basic Materials","252830456.85","232228000","0.93","360183","","","/mutual-fund/holding-history/182450/696/"
"Ingersoll-Rand (India) Ltd","INGERRAND","500210","Industrials","226461458.1","231597000","0.92","59099","","","/mutual-fund/holding-history/182450/631/"
"Aarti Industries Ltd","AARTIIND","524208","Basic Materials","212206090.95","215047000","0.86","458279","","","/mutual-fund/holding-history/182450/14/"
"Vedanta Ltd","VEDL","500295","Basic Materials","224063700","210999000","0.84","483000","483000","New","/mutual-fund/holding-history/182450/1289/"
"Titagarh Rail Systems Ltd","TITAGARH","532966","Industrials","209790394.4","208749000","0.83","234128","","","/mutual-fund/holding-history/182450/1434/"
"Shakti Pumps (India) Ltd","SHAKTIPUMP","531431","Industrials","240599818.15","206986000","0.83","241651","108785","81.88","/mutual-fund/holding-history/182450/1211/"
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","198674261.55","205865000","0.82","596709","-110115","-15.58","/mutual-fund/holding-history/182450/706/"
"Hindustan Petroleum Corp Ltd","HINDPETRO","500104","Energy","182827235.4","190088000","0.76","462444","462444","New","/mutual-fund/holding-history/182450/556/"
"Manappuram Finance Ltd","MANAPPURAM","531213","Financial Services","213296620.25","182581000","0.73","765025","765025","New","/mutual-fund/holding-history/182450/827/"
"NHPC Ltd","NHPC","533098","Utilities","179923287","181816000","0.73","2080038","","","/mutual-fund/holding-history/182450/938/"
"Godfrey Phillips India Ltd","GODFRYPHLP","500163","Consumer Defensive","169182944","177644000","0.71","20413","2183","11.97","/mutual-fund/holding-history/182450/475/"
"Gokaldas Exports Ltd","GOKEX","532630","Consumer Cyclical","148367802","161692000","0.65","163185","163185","New","/mutual-fund/holding-history/182450/480/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","162827158.35","157257000","0.63","327653","","","/mutual-fund/holding-history/182450/1061/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","128010750","132409000","0.53","138750","117762","561.09","/mutual-fund/holding-history/182450/677/"
"Sundaram Fasteners Ltd","SUNDRMFAST","500403","Consumer Cyclical","125772248.7","131861000","0.53","128457","-71347","-35.71","/mutual-fund/holding-history/182450/1313/"
"Mangalore Chemicals & Fertilizers Ltd","MANGCHEFER","530011","Basic Materials","85944929.95","79046000","0.32","298783","","","/mutual-fund/holding-history/182450/830/"
