"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Jun, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Great Eastern Shipping Co Ltd","GESHIP","500620","Industrials","967483790.35","956539000","0.74","977207","175072","21.83","/mutual-fund/holding-history/189266/452/"
"Godawari Power & Ispat Ltd","GPIL","532734","Basic Materials","913280339.7","895131000","0.69","4726390","558151","13.39","/mutual-fund/holding-history/189266/486/"
"Angel One Ltd Ordinary Shares","ANGELONE","543235","Financial Services","842458488.1","877807000","0.68","300331","","","/mutual-fund/holding-history/189266/300864/"
"Jupiter Wagons Ltd","JWL","533272","Industrials","815529333.35","870316000","0.67","2240773","27000","1.22","/mutual-fund/holding-history/189266/245/"
"Signatureglobal (India) Ltd","SIGNATURE","543990","Real Estate","822852521.4","834452000","0.64","674414","","","/mutual-fund/holding-history/189266/1696785/"
"Amara Raja Energy & Mobility Ltd","ARE&M","500008","Industrials","855650556.5","825364000","0.64","855565","52000","6.47","/mutual-fund/holding-history/189266/68/"
"Wockhardt Ltd","WOCKPHARMA","532300","Healthcare","826418829.6","823584000","0.63","480504","-23900","-4.74","/mutual-fund/holding-history/189266/1527/"
"Strides Pharma Science Ltd","STAR","532531","Healthcare","782812668","803488000","0.62","893112","","","/mutual-fund/holding-history/189266/1291/"
"Vedanta Ltd","VEDL","500295","Basic Materials","781723375.5","799328000","0.62","1734465","","","/mutual-fund/holding-history/189266/1289/"
"Fedbank Financial Services Ltd","FEDFINA","544027","Financial Services","852711818.73","788712000","0.61","6881703","266882","4.03","/mutual-fund/holding-history/189266/1785397/"
"Kirloskar Ferrous Industries Ltd","","500245","Industrials","772100526.4","774504000","0.6","1335352","","","/mutual-fund/holding-history/189266/2056/"
"Nuvama Wealth Management Ltd","NUVAMA","543988","Financial Services","704176915","743564000","0.57","90337","-3000","-3.21","/mutual-fund/holding-history/189266/1715909/"
"Aurobindo Pharma Ltd","AUROPHARMA","524804","Healthcare","716057286.1","738107000","0.57","650429","","","/mutual-fund/holding-history/189266/132/"
"Can Fin Homes Ltd","CANFINHOME","511196","Financial Services","732850993.95","726392000","0.56","916121","","","/mutual-fund/holding-history/189266/234/"
"NCC Ltd","NCC","500294","Industrials","700113495.52","708662000","0.55","3074989","","","/mutual-fund/holding-history/189266/918/"
"Kewal Kiran Clothing Ltd","KKCL","532732","Consumer Cyclical","761622940.1","704983000","0.54","1368103","236234","20.87","/mutual-fund/holding-history/189266/749/"
"Eris Lifesciences Ltd Registered Shs","ERIS","540596","Healthcare","742095903.9","704642000","0.54","418483","-9000","-2.11","/mutual-fund/holding-history/189266/54899/"
"Birlasoft Ltd","BSOFT","532400","Technology","644866185.65","691697000","0.53","1595611","","","/mutual-fund/holding-history/189266/763/"
"GE Vernova T&D India Ltd","GVT&D","522275","Industrials","714500540","688013000","0.53","291395","-30632","-9.51","/mutual-fund/holding-history/189266/67/"
"Mahindra Lifespace Developers Ltd","MAHLIFE","532313","Real Estate","731003563.2","685915000","0.53","1898464","1084307","133.18","/mutual-fund/holding-history/189266/818/"
"Juniper Hotels Ltd","JUNIPER","544129","Consumer Cyclical","741089161.5","667801000","0.51","2311930","-2341","-0.1","/mutual-fund/holding-history/189266/2049000/"
"Stove Kraft Ltd Ordinary Shares","STOVEKRAFT","543260","Consumer Cyclical","670912932","663026000","0.51","1110783","19026","1.74","/mutual-fund/holding-history/189266/409322/"
"Bank of Baroda","BANKBARODA","532134","Financial Services","632512963.13","656008000","0.51","2636899","","","/mutual-fund/holding-history/189266/162/"
"P N Gadgil Jewellers Ltd","PNGJL","544256","Consumer Cyclical","668694041.6","645463000","0.5","1111526","131476","13.42","/mutual-fund/holding-history/189266/2618334/"
"Neuland Laboratories Ltd","NEULANDLAB","524558","Healthcare","747014638","640344000","0.49","53362","","","/mutual-fund/holding-history/189266/933/"
