"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","1038741405.4","1076335000","0.87","3119812","","","/mutual-fund/holding-history/138297/706/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","1063162165","1052792000","0.85","197522","","","/mutual-fund/holding-history/138297/1784/"
"Ratnamani Metals & Tubes Ltd","RATNAMANI","520111","Basic Materials","1029646940","1018525000","0.82","358762","","","/mutual-fund/holding-history/138297/1114/"
"Bata India Ltd","BATAINDIA","500043","Consumer Cyclical","951218798.4","987960000","0.8","781738","","","/mutual-fund/holding-history/138297/168/"
"Metropolis Healthcare Ltd","METROPOLIS","542650","Healthcare","998209332","979381000","0.79","582930","","","/mutual-fund/holding-history/138297/139598/"
"Greenply Industries Ltd","GREENPLY","526797","Basic Materials","967599853.5","961803000","0.78","2972657","","","/mutual-fund/holding-history/138297/494/"
"Great Eastern Shipping Co Ltd","GESHIP","500620","Industrials","987233201.25","914208000","0.74","982175","","","/mutual-fund/holding-history/138297/452/"
"V-Mart Retail Ltd","VMART","534976","Consumer Cyclical","976938152.4","898863000","0.73","264123","","","/mutual-fund/holding-history/138297/1498/"
"ITC Ltd","ITC","500875","Consumer Defensive","899130000","898808000","0.73","2150000","","","/mutual-fund/holding-history/138297/647/"
"CIE Automotive India Ltd","CIEINDIA","532756","Consumer Cyclical","885064914","883591000","0.71","1964628","","","/mutual-fund/holding-history/138297/816/"
"Westlife Foodworld Ltd","WESTLIFE","505533","Consumer Cyclical","896360984.5","857598000","0.69","1281431","","","/mutual-fund/holding-history/138297/2228/"
"Ujjivan Small Finance Bank Ltd Ordinary Shares","UJJIVANSFB","542904","Financial Services","959994939.96","854012000","0.69","19846908","","","/mutual-fund/holding-history/138297/175415/"
"Ahluwalia Contracts (India) Ltd","AHLUCONT","532811","Industrials","782510155.9","816671000","0.66","839333","","","/mutual-fund/holding-history/138297/43/"
"Subros Ltd","SUBROS","517168","Consumer Cyclical","1085628995.4","799853000","0.65","1098926","","","/mutual-fund/holding-history/138297/1302/"
