"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"ISGEC Heavy Engineering Ltd","ISGEC","533033","Industrials","5238685695.6","4729718000","0.82","4185591","","","/mutual-fund/holding-history/10901/3892/"
"KFin Technologies Ltd","KFINTECH","543720","Technology","4249384534.4","4715588000","0.81","3937532","","","/mutual-fund/holding-history/10901/1253626/"
"Voltamp Transformers Ltd","VOLTAMP","532757","Industrials","5312634044","4691039000","0.81","642476","","","/mutual-fund/holding-history/10901/1499/"
"Kirloskar Pneumatic Co Ltd","","505283","Industrials","5198511859.2","4642232000","0.8","4102361","","","/mutual-fund/holding-history/10901/2214/"
"Gokaldas Exports Ltd","GOKEX","532630","Consumer Cyclical","5094729339","4577165000","0.79","5394102","","","/mutual-fund/holding-history/10901/480/"
"NIIT Learning Systems Ltd","NIITMTS","543952","Consumer Defensive","4235505091.4","4568683000","0.79","12204308","","","/mutual-fund/holding-history/10901/1603230/"
"Ajanta Pharma Ltd","AJANTPHARM","532331","Healthcare","4338052019.7","4531286000","0.78","1674471","","","/mutual-fund/holding-history/10901/49/"
"PNB Housing Finance Ltd","PNBHOUSING","540173","Financial Services","4567559691.2","4434123000","0.76","4389352","","","/mutual-fund/holding-history/10901/4826/"
"eClerx Services Ltd","ECLERX","532927","Technology","6004963242","4432436000","0.76","1762330","","","/mutual-fund/holding-history/10901/356/"
"Tata Consumer Products Ltd","TATACONSUM","500800","Consumer Defensive","4221418295.2","4323023000","0.74","3708203","","","/mutual-fund/holding-history/10901/1359/"
"Sundaram Fasteners Ltd","SUNDRMFAST","500403","Consumer Cyclical","4723619983.85","4312840000","0.74","4702693","","","/mutual-fund/holding-history/10901/1313/"
"Hindustan Unilever Ltd","HINDUNILVR","500696","Consumer Defensive","4367688421.8","4297775000","0.74","1835009","425000","30.14","/mutual-fund/holding-history/10901/560/"
"HDFC Life Insurance Co Ltd","HDFCLIFE","540777","Financial Services","4453067174.4","4268814000","0.74","5739968","","","/mutual-fund/holding-history/10901/65394/"
"Coal India Ltd","COALINDIA","533278","Energy","4385451750","4224815000","0.73","10965000","","","/mutual-fund/holding-history/10901/275/"
"Inox Wind Ltd","INOXWIND","539083","Industrials","4770951020.64","4187496000","0.72","24775152","","","/mutual-fund/holding-history/10901/1627/"
"Affle 3i Ltd","AFFLE","542752","Communication Services","4340477142.8","4098793000","0.71","2587622","","","/mutual-fund/holding-history/10901/154217/"
"Tejas Networks Ltd","TEJASNET","540595","Technology","4259660267.85","4047844000","0.7","5763697","","","/mutual-fund/holding-history/10901/54898/"
"eMudhra Ltd","EMUDHRA","543533","Technology","3766322858.1","3942476000","0.68","5083786","","","/mutual-fund/holding-history/10901/897537/"
"Hindustan Aeronautics Ltd Ordinary Shares","HAL","541154","Industrials","4339972485.2","3872932000","0.67","862972","","","/mutual-fund/holding-history/10901/80502/"
"TBO Tek Ltd","TBOTEK","544174","Consumer Cyclical","4419499481.5","3849883000","0.66","3427297","","","/mutual-fund/holding-history/10901/2245414/"
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","3422253460","3747944000","0.65","10021240","","","/mutual-fund/holding-history/10901/706/"
"Vardhman Textiles Ltd","VTL","502986","Consumer Cyclical","4024917144","3739628000","0.64","8233440","","","/mutual-fund/holding-history/10901/1504/"
"Ion Exchange (India) Ltd","IONEXCHANG","500214","Industrials","4030413408","3574235000","0.62","7161360","","","/mutual-fund/holding-history/10901/2050/"
"Kalpataru Projects International Ltd","KPIL","522287","Industrials","4045777534.5","3521737000","0.61","3622814","","","/mutual-fund/holding-history/10901/712/"
"Procter & Gamble Health Ltd","PGHL","500126","Healthcare","3783595376","3478334000","0.6","684442","3500","0.51","/mutual-fund/holding-history/10901/858/"
"K.P.R. Mill Ltd","KPRMILL","532889","Consumer Cyclical","3977869137.2","3430413000","0.59","3439873","","","/mutual-fund/holding-history/10901/764/"
"Blue Star Ltd","BLUESTARCO","500067","Industrials","3106428608.4","3416811000","0.59","2002468","","","/mutual-fund/holding-history/10901/209/"
"Cyient Ltd","CYIENT","532175","Industrials","3839703904.4","3386113000","0.58","2850983","","","/mutual-fund/holding-history/10901/301/"
"Krishna Institute of Medical Sciences Ltd","KIMS","543308","Healthcare","3352775000","3366356000","0.58","5125000","","","/mutual-fund/holding-history/10901/555690/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","3555307672.5","3363137000","0.58","28385690","","","/mutual-fund/holding-history/10901/2839786/"
"Crompton Greaves Consumer Electricals Ltd","CROMPTON","539876","Consumer Cyclical","3543014370","3347503000","0.58","9924410","","","/mutual-fund/holding-history/10901/2020/"
"Carborundum Universal Ltd","CARBORUNIV","513375","Industrials","3261663301.6","3338078000","0.58","3265582","","","/mutual-fund/holding-history/10901/238/"
"Aditya Birla Real Estate Ltd","ABREL","500040","Basic Materials","3831471986.5","3301556000","0.57","1721623","","","/mutual-fund/holding-history/10901/253/"
"Avalon Technologies Ltd","AVALON","543896","Technology","3198052728","3262847000","0.56","3789162","","","/mutual-fund/holding-history/10901/1416031/"
"Fine Organic Industries Ltd Ordinary Shares","FINEORG","541557","Basic Materials","3648551397.1","3201952000","0.55","785023","","","/mutual-fund/holding-history/10901/92286/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","3148567560","3110644000","0.54","592560","","","/mutual-fund/holding-history/10901/1784/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","3150457329.8","3086534000","0.53","2496994","","","/mutual-fund/holding-history/10901/1500/"
"Birla Corp Ltd","BIRLACORPN","500335","Basic Materials","3953746427.4","2981200000","0.51","2812453","","","/mutual-fund/holding-history/10901/198/"
"Tata Power Co Ltd","TATAPOWER","500400","Utilities","3099810903.6","2962624000","0.51","7707138","","","/mutual-fund/holding-history/10901/1364/"
"Sapphire Foods India Ltd","SAPPHIRE","543397","Consumer Cyclical","2940143185","2937823000","0.51","9282220","","","/mutual-fund/holding-history/10901/716755/"
"Persistent Systems Ltd","PERSISTENT","533179","Technology","3105183074","2926974000","0.5","550028","","","/mutual-fund/holding-history/10901/1023/"
"Sundaram Finance Holdings Ltd","SUNDARMHLD","","Financial Services","3087854711.55","2916184000","0.5","8848989","","","/mutual-fund/holding-history/10901/87798/"
"PG Electroplast Ltd","PGEL","533581","Technology","2641072496","2914085000","0.5","3451480","","","/mutual-fund/holding-history/10901/1031/"
"Timken India Ltd","TIMKEN","522113","Industrials","3701747046.2","2904295000","0.5","1184218","","","/mutual-fund/holding-history/10901/1399/"
"Kirloskar Oil Engines Ltd","KIRLOSENG","533293","Industrials","3255919452.5","2822112000","0.49","3780458","-114703","-2.94","/mutual-fund/holding-history/10901/745/"
"Indian Hotels Co Ltd","INDHOTEL","500850","Consumer Cyclical","2755903873.1","2815415000","0.49","3574222","","","/mutual-fund/holding-history/10901/606/"
"Chambal Fertilisers & Chemicals Ltd","CHAMBLFERT","500085","Basic Materials","2410845918","2810760000","0.48","4057980","","","/mutual-fund/holding-history/10901/258/"
"RBL Bank Ltd","RBLBANK","540065","Financial Services","2915008336.9","2768940000","0.48","13819135","","","/mutual-fund/holding-history/10901/4685/"
"Styrenix Performance Materials Ltd","STYRENIX","506222","Basic Materials","2896910336.6","2742633000","0.47","995981","","","/mutual-fund/holding-history/10901/1300/"
"Genus Power Infrastructures Ltd","GENUSPOWER","530343","Industrials","3633154830.6","2721630000","0.47","9589956","","","/mutual-fund/holding-history/10901/449/"
"Gujarat Fluorochemicals Ltd Ordinary Shares","FLUOROCHEM","542812","Basic Materials","2782581073.8","2715882000","0.47","697686","-40000","-5.42","/mutual-fund/holding-history/10901/169265/"
"Galaxy Surfactants Ltd","GALAXYSURF","540935","Basic Materials","2898076500","2668549000","0.46","1288034","","","/mutual-fund/holding-history/10901/74800/"
"Bayer CropScience Ltd","BAYERCROP","506285","Basic Materials","3176861252","2626146000","0.45","559898","","","/mutual-fund/holding-history/10901/169/"
"MAS Financial Services Ltd Ordinary Shares","MASFIN","540749","Financial Services","2807918344","2568871000","0.44","9596440","","","/mutual-fund/holding-history/10901/62997/"
"Linde India Ltd","LINDEINDIA","523457","Basic Materials","3007800000","2534400000","0.44","400000","","","/mutual-fund/holding-history/10901/791/"
"Indigo Paints Ltd Ordinary Shares","INDIGOPNTS","543258","Basic Materials","2758470000","2534350000","0.44","2600000","","","/mutual-fund/holding-history/10901/402502/"
