"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Safari Industries (India) Ltd","SAFARI","523025","Consumer Cyclical","733669975","637895000","0.56","318295","","","/mutual-fund/holding-history/138297/2912/"
"VRL Logistics Ltd","VRLLOG","539118","Industrials","791799196.8","633730000","0.55","1382331","","","/mutual-fund/holding-history/138297/1688/"
"Latent View Analytics Ltd","LATENTVIEW","543398","Industrials","652558205.25","611069000","0.53","1553895","","","/mutual-fund/holding-history/138297/717540/"
"RHI Magnesita India Ltd","RHIM","534076","Industrials","639537070.5","607457000","0.53","1376829","","","/mutual-fund/holding-history/138297/989/"
"Timken India Ltd","TIMKEN","522113","Industrials","761741760","598773000","0.52","244148","","","/mutual-fund/holding-history/138297/1399/"
"Go Fashion (India) Ltd","GOCOLORS","543401","Consumer Cyclical","623349720","572971000","0.5","729064","","","/mutual-fund/holding-history/138297/728986/"
"Mold-tek Packaging Ltd","MOLDTKPAC","533080","Consumer Cyclical","697378057.4","555348000","0.48","1096334","","","/mutual-fund/holding-history/138297/1577/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","537654381.5","554277000","0.48","708839","","","/mutual-fund/holding-history/138297/816269/"
"KEC International Ltd","KEC","532714","Industrials","671554220","545208000","0.48","780877","-296000","-27.49","/mutual-fund/holding-history/138297/727/"
"GMM Pfaudler Ltd","GMMPFAUDLR","505255","Industrials","597187278.4","541114000","0.47","527504","","","/mutual-fund/holding-history/138297/2213/"
"Titagarh Rail Systems Ltd","TITAGARH","532966","Industrials","634868229","505123000","0.44","676111","","","/mutual-fund/holding-history/138297/1434/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","496105685.2","467239000","0.41","1012874","","","/mutual-fund/holding-history/138297/1061/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","562633150","462546000","0.4","359510","","","/mutual-fund/holding-history/138297/612873/"
"Greenpanel Industries Ltd Ordinary Shares","GREENPANEL","542857","Basic Materials","518878920.82","462331000","0.4","1989719","","","/mutual-fund/holding-history/138297/170350/"
"UltraTech Cement Ltd","ULTRACEMCO","532538","Basic Materials","441809964","450320000","0.39","38684","","","/mutual-fund/holding-history/138297/1443/"
"Finolex Industries Ltd","FINPIPE","500940","Industrials","577540575","447863000","0.39","2566847","","","/mutual-fund/holding-history/138297/417/"
"Prudent Corporate Advisory Services Ltd","PRUDENT","543527","Financial Services","451100861.7","372146000","0.32","167989","-78269","-31.78","/mutual-fund/holding-history/138297/888523/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","386725248","349171000","0.3","1315392","","","/mutual-fund/holding-history/138297/1717/"
"KNR Constructions Ltd","KNRCON","532942","Industrials","325336890.18","320906000","0.28","1467266","-1439650","-49.52","/mutual-fund/holding-history/138297/752/"
"Fine Organic Industries Ltd Ordinary Shares","FINEORG","541557","Basic Materials","359008563","314300000","0.27","77057","","","/mutual-fund/holding-history/138297/92286/"
"Greenlam Industries Ltd","GREENLAM","538979","Consumer Cyclical","392602950","300967000","0.26","1454085","-89131","-5.78","/mutual-fund/holding-history/138297/1565/"
"NOCIL Ltd","NOCIL","500730","Basic Materials","301863115.9","292427000","0.25","1661327","","","/mutual-fund/holding-history/138297/950/"
"DOMS Industries Ltd","DOMS","544045","Industrials","241542241","277173000","0.24","100937","100937","New","/mutual-fund/holding-history/138297/1819409/"
"Mrs Bectors Food Specialities Ltd Ordinary Shares","BECTORFOOD","543253","Consumer Defensive","166805632","165286000","0.14","110908","","","/mutual-fund/holding-history/138297/369403/"
"Arvind Ltd","ARVIND","500101","Consumer Cyclical","30622330.5","30648000","0.03","84243","","","/mutual-fund/holding-history/138297/105/"
