"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"E I D Parry India Ltd","EIDPARRY","500125","Basic Materials","60650636.8","50323000","0.97","61568","2197","3.7","/mutual-fund/holding-history/134856/361/"
"REC Ltd","RECLTD","532955","Financial Services","46596301.5","48316000","0.93","115010","","","/mutual-fund/holding-history/134856/1119/"
"S.P. Apparels Ltd","SPAL","540048","Consumer Cyclical","56752581.6","47616000","0.92","65143","24974","62.17","/mutual-fund/holding-history/134856/4656/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","50287021.3","47356000","0.91","102658","17968","21.22","/mutual-fund/holding-history/134856/1061/"
"PI Industries Ltd","PIIND","523642","Basic Materials","47669160","46249000","0.89","12705","","","/mutual-fund/holding-history/134856/1038/"
"Zaggle Prepaid Ocean Services Ltd","ZAGGLE","543985","Technology","58395492.35","44322000","0.86","137839","26581","23.89","/mutual-fund/holding-history/134856/1690561/"
"Mrs Bectors Food Specialities Ltd Ordinary Shares","BECTORFOOD","543253","Consumer Defensive","43903200.6","43454000","0.84","29158","","","/mutual-fund/holding-history/134856/369403/"
"Saregama India Ltd","SAREGAMA","532163","Communication Services","42416559.85","39754000","0.77","75859","","","/mutual-fund/holding-history/134856/1185/"
"Gujarat State Petronet Ltd","GSPL","532702","Utilities","39510254.8","39006000","0.75","120019","","","/mutual-fund/holding-history/134856/502/"
"Bharat Heavy Electricals Ltd","BHEL","500103","Industrials","44296544.2","38622000","0.75","170260","","","/mutual-fund/holding-history/134856/189/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","36681295.5","33136000","0.64","124830","","","/mutual-fund/holding-history/134856/1717/"
"Tata Technologies Ltd","TATATECH","544028","Technology","36395194","30972000","0.6","47080","","","/mutual-fund/holding-history/134856/1792699/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","29069112.05","29770000","0.58","38071","","","/mutual-fund/holding-history/134856/816269/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","27674989.5","26179000","0.51","220958","","","/mutual-fund/holding-history/134856/2839786/"
"VRL Logistics Ltd","VRLLOG","539118","Industrials","28591720.3","22880000","0.44","49907","","","/mutual-fund/holding-history/134856/1688/"
"Ador Welding Ltd","ADOR","517041","Industrials","25118974.7","22489000","0.43","25646","","","/mutual-fund/holding-history/134856/31/"
"Suraj Estate Developers Ltd","SURAJEST","544054","Real Estate","24506496","21337000","0.41","72936","-43101","-37.14","/mutual-fund/holding-history/134856/1825585/"
"Vinati Organics Ltd","VINATIORGA","524200","Basic Materials","20003922","17634000","0.34","10854","10854","New","/mutual-fund/holding-history/134856/1485/"
"R K Swamy Ltd","RKSWAMY","544136","Communication Services","15775840.06","17545000","0.34","85543","","","/mutual-fund/holding-history/134856/2102499/"
"Chennai Petroleum Corp Ltd","CHENNPETRO","500110","Energy","469942.35","421000","0.01","687","687","New","/mutual-fund/holding-history/134856/260/"
